trt, performance_error, stability_aggreement, best_performance, best_stability
near, 47.00, 0, 1, 79
xploit, 52.01, 0, 0, 0
xplor, 56.32, 0, 0, 8
adapt, 56.06, 0, 0, 9
bore, 58.33, 0, 0, 4
random, 41.36, 0, 1, 9
