trt, performance_error, stability_aggreement, best_performance, best_stability
near, 20.80, 0, 1, 47
xploit, 22.42, 0, 1, 4
xplor, 26.01, 0, 0, 21
adapt, 33.06, 0, 0, 26
bore, 28.04, 0, 0, 2
random, 19.76, 0, 1, 26
