trt, performance_error, stability_aggreement, best_performance, best_stability
near, 19.27, 0, 1, 69
xploit, 28.11, 0, 0, 15
xplor, 33.06, 0, 0, 4
adapt, 35.89, 0, 0, 10
bore, 30.94, 0, 0, 2
random, 21.99, 0, 1, 10
