trt, performance_error, stability_aggreement, best_performance, best_stability
near, 50.97, 46, 1, 66
xploit, 47.76, 0, 1, 33
xplor, 48.87, 0, 1, 1
bore, 47.86, 0, 1, 0
random, 51.87, 0, 1, 0
