trt, performance_error, stability_aggreement, best_performance, best_stability
near, 18.56, 68, 1, 78
xploit, 46.75, 0, 0, 1
xplor, 58.73, 0, 0, 16
bore, 37.80, 0, 1, 3
random, 18.56, 0, 1, 2
