trt, performance_error, stability_aggreement, best_performance, best_stability
near, 33.43, 0, 0, 40
xploit, 29.00, 0, 1, 10
xplor, 31.44, 0, 0, 22
adapt, 30.41, 0, 0, 19
bore, 27.46, 0, 1, 9
random, 30.42, 0, 0, 19
