trt, performance_error, stability_aggreement, best_performance, best_stability
near, 26.13, 0, 1, 64
xploit, 28.69, 0, 1, 2
xplor, 31.86, 0, 0, 17
adapt, 30.89, 0, 0, 14
bore, 33.76, 0, 0, 3
random, 34.65, 0, 0, 14
