trt, performance_error, stability_aggreement, best_performance, best_stability
near, 24.02, 0, 1, 50
xploit, 37.01, 0, 1, 8
xplor, 37.55, 0, 1, 35
adapt, 42.51, 0, 1, 5
bore, 22.29, 0, 1, 2
random, 32.38, 0, 1, 5
