trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.00, 66, 1, 81
xploit, 45.94, 0, 1, 2
xplor, 0.00, 0, 1, 14
adapt, 47.52, 0, 1, 0
bore, 0.00, 0, 1, 3
random, 0.00, 0, 1, 0
