trt, performance_error, stability_aggreement, best_performance, best_stability
near, 44.69, 7, 1, 17
xploit, 53.27, 0, 0, 11
xplor, 31.51, 3, 1, 48
adapt, 59.99, 2, 0, 22
bore, 61.41, 0, 0, 2
random, 31.47, 2, 1, 22
