trt, performance_error, stability_aggreement, best_performance, best_stability
near, 21.10, 0, 1, 61
xploit, 17.58, 0, 1, 7
xplor, 21.31, 0, 1, 21
adapt, 28.07, 0, 0, 7
bore, 25.32, 0, 1, 5
random, 26.87, 0, 0, 7
