trt, performance_error, stability_aggreement, best_performance, best_stability
near, 66.12, 0, 0, 89
xploit, 58.29, 0, 1, 1
xplor, 53.24, 0, 1, 7
bore, 59.11, 0, 1, 3
random, 67.47, 0, 0, 0
