trt, performance_error, stability_aggreement, best_performance, best_stability
near, 83.19, 0, 1, 59
xploit, 86.45, 0, 1, 18
xplor, 84.00, 0, 1, 3
adapt, 86.07, 0, 1, 14
bore, 89.38, 0, 1, 7
random, 88.41, 0, 1, 14
