trt, performance_error, stability_aggreement, best_performance, best_stability
near, 19.68, 33, 1, 90
xploit, 35.46, 0, 0, 1
xplor, 34.51, 0, 0, 0
bore, 38.20, 0, 0, 9
random, 27.59, 0, 0, 0
