trt, performance_error, stability_aggreement, best_performance, best_stability
near, 0.00, 0, 1, 36
xploit, 0.00, 0, 1, 5
xplor, 68.31, 0, 0, 37
adapt, 41.83, 0, 1, 6
bore, 54.00, 0, 0, 16
random, 0.00, 0, 1, 6
