trt, performance_error, stability_aggreement, best_performance, best_stability
near, 37.69, 18, 1, 33
xploit, 42.78, 12, 1, 8
xplor, 20.24, 9, 1, 19
bore, 37.69, 0, 1, 1
random, 20.24, 6, 1, 40
