trt, performance_error, stability_aggreement, best_performance, best_stability
near, 27.58, 0, 1, 86
xploit, 29.52, 0, 1, 3
xplor, 29.89, 0, 1, 10
adapt, 28.28, 0, 1, 1
bore, 29.49, 0, 1, 0
random, 25.72, 0, 1, 1
