trt, performance_error, stability_aggreement, best_performance, best_stability
near, 16.00, 0, 1, 89
xploit, 18.94, 0, 1, 1
xplor, 25.27, 0, 0, 4
bore, 23.38, 0, 0, 0
random, 20.29, 0, 1, 6
