trt, performance_error, stability_aggreement, best_performance, best_stability
near, 56.58, 0, 1, 22
xploit, 58.45, 0, 1, 15
xplor, 63.09, 0, 1, 4
adapt, 68.55, 0, 1, 37
bore, 56.26, 0, 1, 22
random, 52.96, 0, 1, 37
