trt, performance_error, stability_aggreement, best_performance, best_stability
near, 53.64, 2, 1, 90
xploit, 53.12, 0, 1, 2
xplor, 54.02, 0, 1, 0
bore, 57.29, 0, 1, 5
random, 55.67, 0, 1, 3
