dataset,0.1,0.3,0.5,0.7,0.9
7z,0.047784,0.109612,0.254596,0.32365,0.82719
A2C_Acrobot,0.321429,0.348214,0.4375,0.482143,0.705357
A2C_CartPole,0.396226,0.446541,0.515723,0.515723,0.616352
Apache_AllMeasurements,0.030928,0.28866,0.360825,0.360825,0.690722
BDBC,0.015613,0.250585,0.534738,0.620609,0.791569
BankChurners,0.28278,0.350513,0.496248,0.545024,0.633491
Car_price_cleaned,0.15534,0.213592,0.349515,0.495146,0.76699
Data_COVID19_Indonesia,0.081618,0.30818,0.500184,0.65864,0.855974
FFM-1000-200-0,0.074585,0.171966,0.329334,0.468906,0.768446
FFM-125-25-0,0.09998,0.20036,0.29874,0.525095,0.770446
FFM-250-50-0,0.163767,0.359128,0.446511,0.55169,0.746851
FFM-500-100-0,0.121776,0.271346,0.410318,0.54909,0.762048
FM-500-100-0,0.137972,0.338532,0.461108,0.575285,0.767447
FM-500-100-1,0.14777,0.327335,0.414717,0.475905,0.690062
HSMGP_num,0.035281,0.207056,0.330249,0.508965,0.764604
HSQLDB,0.163972,0.297921,0.401848,0.473441,0.635104
Health-ClosedIssues0000,0.065987,0.357329,0.560488,0.573485,0.605679
Health-ClosedIssues0001,0.462907,0.590682,0.614277,0.627075,0.674665
Health-ClosedIssues0002,0.362527,0.108978,0.128774,0.359528,0.641272
Health-ClosedIssues0003,0.161368,0.443711,0.573285,0.577884,0.65087
Health-ClosedIssues0004,0.084383,0.460108,0.55129,0.555089,0.634073
Health-ClosedIssues0005,0.24795,0.620876,0.594681,0.592681,0.631474
Health-ClosedIssues0006,0.257948,0.463507,0.55189,0.591482,0.680464
Health-ClosedIssues0007,0.010198,0.256949,0.408718,0.692861,0.891422
Health-ClosedIssues0008,0.293941,0.596081,0.581484,0.589282,0.630674
Health-ClosedIssues0009,0.572286,0.209558,0.458908,0.473505,0.530094
Health-ClosedIssues0010,0.022196,0.557888,0.604879,0.59988,0.666867
Health-ClosedIssues0011,0.233953,0.330734,0.395721,0.659668,0.75125
Health-ClosedPRs0000,1.0,1.0,1.0,1.0,1.0
Health-ClosedPRs0002,0.0016,0.0008,0.068586,0.692462,0.9982
Health-ClosedPRs0003,0.005799,0.034793,0.093181,0.566887,0.989202
Health-ClosedPRs0004,0.238152,0.519296,0.632673,0.642671,0.684463
Health-ClosedPRs0005,0.282543,0.291342,0.308138,0.326935,0.956809
Health-ClosedPRs0006,0.085983,0.092781,0.080184,0.178364,0.927215
Health-ClosedPRs0007,0.119776,0.138572,0.406319,0.69826,0.823835
Health-ClosedPRs0008,0.077784,0.235553,0.639672,0.818636,0.869226
Health-ClosedPRs0009,0.173765,0.65027,0.44991,0.462308,0.496701
Health-ClosedPRs0010,0.054589,0.113377,0.143971,0.586283,0.854429
Health-ClosedPRs0011,0.331934,0.375325,0.747451,0.944811,0.95161
Health-Commits0000,0.090182,0.19896,0.238952,0.421516,0.735053
