row_id,b0,b1,b2,b3,b4,raw_val
0,0.4410312454241298,0.5427675479196307,0.5528997686672399,0.457674261038516,0.48015398634027034,1|0|1|0|1|0|0|0|0|1|0|90|8|8|121451
1,1.821183196417402,0.6488341464741109,0.7869544106999473,0.5285297760411869,0.18179904826345916,1|1|1|1|1|0|0|0|1|0|1|60|2048|2|35735
2,0.8043289484231745,0.6476187506701357,0.7526274875644315,0.5311934683879097,0.19380979997777392,1|0|0|1|1|0|0|0|1|0|0|100|512|2|35775
3,0.48723281741556235,0.41707703115155587,0.33129237464652966,0.36826332548241075,0.38388895743238566,1|0|0|0|1|0|0|0|0|1|1|80|16|10|300643.2
4,1.9598946951168796,0.5914352651045764,0.6607314561263113,0.4577567695430398,0.1874309130288449,1|1|0|0|1|0|0|1|0|0|0|60|256|0|12131.6
5,0.41704485547533726,0.4572095572245145,0.6845077073881547,0.6073612814213243,0.27843189687481135,1|0|0|0|1|1|0|0|0|0|1|10|128|8|99427.6
6,0.4384284483732089,0.62737388869858,0.6638933592181858,0.8342936278747948,0.5802970458940663,1|1|0|0|1|0|0|1|0|0|0|10|32|8|39367.8
7,1.4877901819558483,0.8177836099371802,0.6532651866100297,0.759390562748594,0.1718931476961172,1|0|1|1|1|0|0|1|0|0|0|80|4|2|12778
8,0.4993357685657676,0.3525765826657907,0.3072763873501256,0.37070789226806544,0.4114989930419017,1|1|0|1|1|0|0|0|0|1|0|70|1024|10|300613.8
9,2.013529953830866,0.6636557949146653,0.5989341435999197,0.3465338422998423,0.32268007797592274,1|0|1|1|1|1|0|0|0|0|0|70|32|4|11863
10,0.49998487513635836,0.5083848406748611,0.7162330486038991,0.6057983480083008,0.5507853929629242,1|0|0|0|1|0|0|0|1|0|1|90|512|8|39245.2
11,0.559177519263185,0.39137735202329677,0.534206868261866,0.5382706236850954,0.4177040680867122,1|0|0|1|1|0|0|0|0|1|0|60|2048|8|122385.6
12,0.42511982172057267,0.43915918277172944,0.48131525049714047,0.4720882199122975,0.18954779824436774,1|1|1|0|1|0|1|0|0|0|1|40|1024|10|101579.4
13,1.742847422245245,0.6545733610955663,0.4738217622621398,0.45761053371912247,0.22758593231722324,1|1|1|1|1|1|0|0|0|0|1|40|512|2|17784.6
14,0.8406028969033137,0.759285172824758,0.7843667739020104,0.7265373943652158,0.3298799896922648,1|0|0|0|1|0|1|0|0|0|0|10|256|6|88054
15,0.559177519263185,0.4363594173775044,0.5027982930131708,0.46804088055593424,0.18615813414442106,1|0|1|0|1|0|1|0|0|0|0|50|2048|10|101250.8
16,1.2842885402895694,0.6255846478545575,0.7675501722163104,0.4989888924381132,0.17666895282729567,1|0|1|1|1|1|0|0|0|0|0|0|2|0|17919.6
17,0.5532723355526741,0.44606440902754063,0.5208867795181372,0.49578103349210406,0.47129399859330384,1|0|1|0|1|1|0|0|0|0|0|40|16|10|96136.4
18,0.3428062863354036,0.5556533960601678,0.6132720454762229,0.7258732880362143,0.7139904955843976,1|1|1|0|1|0|0|1|0|0|1|70|8|10|47016.6
19,0.4993357685657676,0.5236903098189258,0.6373521137939528,0.6795932771846022,0.4009657021883504,1|1|1|1|1|0|0|0|1|0|0|80|64|8|125032.8
20,2.0203792287531503,0.6170063671984442,0.6559280579709685,0.6119276787122684,0.214466980585531,1|1|1|0|1|1|0|0|0|0|0|60|512|2|17718.6
21,1.7260285060803238,0.6357574563045102,0.6735475070735879,0.46079092224899654,0.1946320322380929,1|1|0|0|1|0|0|1|0|0|0|30|1024|2|12333.4
22,0.6793801751678648,0.8146961994621141,0.8493882049043033,0.6976643728099107,0.5550968457590103,1|1|1|1|1|0|0|1|0|0|1|60|1|6|18301.6
23,0.3405760194623281,0.5207530338672618,0.5942176705389816,0.7295433836513722,0.7411402645868725,1|0|1|0|1|0|0|1|0|0|1|10|8|10|48068.4
24,1.6932171788168493,0.7032519794509012,0.8959278140542913,0.8188018629328369,0.23861980559080154,1|1|0|0|1|0|0|0|1|0|0|30|1024|2|9002
25,1.6580855804974004,0.6632178211769751,0.670421497890163,0.5379706124243981,0.2898883754617564,1|0|1|0|1|1|0|0|0|0|1|10|1024|0|17711.8
26,0.7132920907445518,0.6410748240989004,0.5901952624074235,0.4367729373661254,0.2272594392934293,1|0|0|1|1|1|0|0|0|0|0|40|512|2|17719.8
27,0.4370273882672758,0.30051811997086003,0.47483717551417776,0.557454386672117,0.4837340598599342,1|0|1|1|1|0|0|0|1|0|1|0|512|10|421243
28,0.6921852148605935,0.9154981413431224,0.7568725910489174,0.6649668446198356,0.2896040088981688,1|1|0|0|1|0|1|0|0|0|0|90|1|6|78965.2
29,1.5582474302495035,0.7523075334486412,0.8967145683335059,1.0022613409620116,0.2829660537587044,1|1|1|0|1|0|0|0|1|0|1|20|64|4|13798.6
30,1.3086704466818229,0.677695174881689,0.6580334940529512,0.6012433052948549,0.21151461301539382,1|0|1|0|1|1|0|0|0|0|0|10|4096|2|17676.6
31,0.8915767369509571,0.6938049686333788,0.8661693985011151,1.0128167425150347,0.7982660838509583,1|0|0|1|1|0|0|0|0|1|0|70|2048|6|47507.4
32,1.8180567220517112,0.7448928006950892,1.1142344454854327,1.0428276003937824,1.9598259943496898,1|1|0|0|1|0|1|0|0|0|1|60|16|2|4954.6
33,0.42511982172057267,0.5356595894320116,0.649526122410254,0.46333749321772955,0.6318299231376076,1|1|1|1|1|0|0|1|0|0|1|80|2048|8|37961
34,1.9359429670318984,0.8090631901696042,0.6410832496432501,0.5837994496944341,0.2178896510596346,1|1|1|1|1|0|1|0|0|0|0|70|4096|2|17638.6
35,2.205324724420111,0.8866936062519105,0.6650125338817584,0.47051344556004454,0.19332146865745706,1|0|1|0|1|0|0|1|0|0|0|40|64|4|12163.4
36,0.7809708528215256,0.9342446955835395,0.9419061333092082,1.3339951173150417,0.6508850123321243,1|1|0|0|1|0|0|1|0|0|0|30|1024|6|10617.4
37,0.4410312454241298,0.4372166852577401,0.5919113066978272,0.5290781367042707,0.23464860726473458,1|0|1|1|1|1|0|0|0|0|0|70|1|8|125308
38,0.7881048238770653,0.7816347365368321,0.6865804475638292,0.7691987208107296,0.4064493795181622,1|1|1|1|1|1|0|0|0|0|0|10|128|6|93966.4
39,2.1954568519106,1.351826900284872,0.8214531626523216,0.5871842937881109,0.18942779695059467,1|0|1|0|1|0|0|0|0|1|1|40|512|2|9158.8
40,0.4370273882672758,0.4572095572245145,0.6793448511406748,0.5982088793366451,0.5293662590929292,1|0|0|0|1|0|0|0|1|0|1|30|64|8|40876.2
41,1.6896331231458144,0.7522447272156447,0.8981326455961574,0.5222027976199973,0.22151610629219395,1|0|0|1|1|0|1|0|0|0|0|10|512|4|12485.2
42,0.30474978171685574,0.5623478087559552,0.6324425606912166,0.5364911410289844,0.19786416025062742,1|1|1|0|1|0|1|0|0|0|0|10|1|8|83517.8
43,0.9140085605574445,0.8117493276677837,0.9421799763137438,1.2742624465995054,0.6274197516022758,1|0|0|0|1|0|0|1|0|0|0|50|1024|6|10759
44,1.1286783678134298,0.7522447272156447,0.8723754769339829,0.6007363907763866,0.21843836800604263,1|0|0|1|1|0|1|0|0|0|0|0|1024|2|17808
45,1.8191519297788996,0.908308453426784,0.6466128298072105,0.6328606775727231,0.23106033313833615,1|0|1|1|1|0|1|0|0|0|1|90|16|2|17765
46,0.4543704987311671,0.4372166852577401,0.6415473442827705,0.6774574033225383,0.40738629872440607,1|0|1|1|1|0|0|0|1|0|0|50|8|8|124942.6
47,1.9470288350292828,1.2431279058073086,1.1722618499353943,0.7822416251053487,0.18977829963444487,1|0|0|1|1|0|0|0|0|1|0|40|32|4|9212
48,0.48723281741556235,0.5129155250806555,0.6800515694487831,0.5499510507473485,0.6318299231376076,1|0|1|1|1|0|0|1|0|0|1|100|1024|8|37876.4
49,1.2546002932220568,0.6089925794202302,0.7071681179548132,0.6112652446663909,0.2123431981259991,1|1|0|1|1|1|0|0|0|0|0|30|1|2|17672.6
50,1.3045279382414559,0.7398617501796586,0.8555729260765869,0.8792153043406561,0.15037561134296,1|1|0|1|1|0|0|1|0|0|0|30|1|2|14285.4
51,1.8331552807853808,0.6460613279179366,0.6370750353271769,0.4916397017224456,0.1870870306147117,1|1|0|0|1|0|0|1|0|0|0|100|4096|4|12185.6
52,1.3358764826977962,0.5927335652515375,0.5184185077694828,0.6561012526545466,0.28671285845426076,1|1|0|1|1|1|0|0|0|0|1|100|1|4|15233.8
53,0.8979816307386751,0.7222321621049781,0.7208139979574842,0.7649908086118319,0.6427303822197112,1|0|1|0|1|0|0|0|1|0|1|60|256|6|19562.6
54,0.481159442711181,0.3734148252642466,0.5861649651920686,0.5292723414402793,0.20520153261887575,1|0|1|1|1|1|0|0|0|0|1|70|32|8|103647.2
55,0.49998487513635836,0.30051811997086003,0.43848395784687355,0.5600225848840751,0.5218001001466551,1|0|1|1|1|0|0|0|1|0|1|70|128|10|416618.6
56,0.5716226428739759,0.4507315418354915,0.49710984578553136,0.5317010623879965,0.4501141383409717,1|0|1|0|1|0|0|0|1|0|0|60|1024|10|113353.4
57,1.8461427350569897,0.8844574465024307,0.7906433722093956,0.5960683491936135,0.19077940301490268,1|1|1|0|1|0|0|0|0|1|1|20|512|0|9303
58,1.457201172147758,0.7723533945582184,0.6867402442672538,0.7263163681550476,0.1766199015948331,1|0|1|1|1|0|1|0|0|0|0|60|1|0|17679.6
59,0.48723281741556235,0.41645850266103546,0.33129237464652966,0.3421300321848316,0.39175620931521565,1|0|0|0|1|0|0|0|0|1|1|100|4096|10|303599.6
60,0.8205104694114024,0.7046321894466566,0.7959357948335213,0.8975487380484877,0.5792531641377057,1|0|0|1|1|0|0|0|1|0|0|10|512|6|48587
61,1.4829459121210409,0.8248155142702854,0.6829166893799969,0.5470676746424008,0.19823869501087957,1|1|1|0|1|0|0|1|0|0|1|40|4|4|12897
62,0.48723281741556235,0.30051811997086003,0.42372316602626564,0.5343057964958459,0.21767456087755666,1|0|1|1|1|0|1|0|0|0|1|40|2048|10|103150.8
63,1.661256424390049,0.624614052860107,0.5593588600989229,0.34100438725889975,0.32019129198232493,1|0|0|1|1|1|0|0|0|0|1|100|1024|4|11740.6
64,1.8789398336770406,0.7199470017998887,0.66415656357981,0.5768700599528306,0.21519445154683503,1|0|1|0|1|1|0|0|0|0|1|60|512|2|17827.8
65,1.5798937054235083,0.7038709574188657,0.9647753147343543,0.4976559810706283,0.1754472383055647,1|1|0|1|1|0|0|1|0|0|0|30|32|4|12174.2
66,0.7334420080756215,0.6486560197763593,0.5180744437597965,0.4475203288577156,0.17660942192877943,1|0|1|1|1|1|0|0|0|0|0|80|512|0|17703
67,0.812237076772727,0.6501214127926402,0.8600398970616284,1.0350733817196625,0.7570743743107525,1|0|0|1|1|0|0|0|0|1|1|50|16|6|47544.4
68,0.4543704987311671,0.41778453627126794,0.467661168431306,0.5583831679503819,0.5043329808375437,1|0|0|1|1|0|0|0|1|0|0|80|2|10|416842.4
69,1.4976434809541586,0.6514547773809355,0.8329355145723026,0.6539554306714174,0.17721679731379905,1|1|0|1|1|0|1|0|0|0|1|0|128|0|17833.2
70,0.42388655314080115,0.4647289395557569,0.4664926122970288,0.5759597174773504,0.435145107229957,1|0|1|0|1|0|0|0|1|0|1|80|8|10|144531.8
71,1.4650442285992253,1.078454175348832,1.0407667543165073,1.178549803338073,0.190302849889438,1|1|1|1|1|0|0|0|0|1|0|10|2|0|9131
