row_id,b0,b1,b2,b3,b4,raw_val
0,0.41886214956902834,0.41035105453823567,0.3496288161171212,0.17448406356479865,0.13536484393375578,3|2|6|262000.0|1024|13913|214.76
1,0.3994191786835529,0.2767187642115662,0.20274333390649418,0.10825199995624563,0.04740953904075906,2|6|6|105000000.0|1024|13549|144.8
2,0.30822167955386676,0.41956348329264764,0.315034013611265,0.17000910165120692,0.09742392226328506,1|1|3|105000000.0|1024|12276|82.332
3,0.39247838796747236,0.30299559676833054,0.21926126580538388,0.0692642732134316,0.013545949143491495,1|3|9|105000000.0|512|12390|78.109
4,0.36659849359274926,0.3389979517070807,0.16583617688979302,0.053458032720626714,0.023912529822123264,1|6|9|262000.0|512|13387|70.633
5,0.2463806329320916,0.26555446643375513,0.3323815814193101,0.1556892926193932,0.0741193016316413,2|2|2|1050000.0|2048|12524|157.2
6,0.4704627039961717,0.34004861438320866,0.2284205902835854,0.23065391791725645,0.08281157963351259,3|6|12|5240000.0|2048|18778|162.55
7,0.1879026289639872,0.2211521214350519,0.17398732957873728,0.15014493803768034,0.015753485774703806,3|3|1|262000.0|512|8196|387.03
8,0.4003377941694121,0.25148085599527686,0.21805399499361378,0.05286017152384261,0.03214220722016123,1|3|6|1050000.0|1024|12530|74.61
9,0.434370373210662,0.30226029211391153,0.17520849214055217,0.1384857156165726,0.051618249253741845,2|3|9|105000000.0|1024|14244|140.87
10,0.3207640222336353,0.36610480593505423,0.3175319885173336,0.1545976222284074,0.07915812375689917,1|1|3|1050000.0|1024|2122.2|167.26
11,0.20327006402070286,0.20965024625594045,0.19817197299584408,0.13883707096725703,0.08576523429838286,2|3|1|105000000.0|512|9503.6|203.99
12,0.2635624660519735,0.2545510422909394,0.19721534037028282,0.17786712488745723,0.024298310997785653,2|3|3|262000.0|2048|11877|167.73
13,0.4130961572620273,0.3326066846067219,0.20802976258710967,0.14087568911430398,0.062203624308488865,2|1|12|105000000.0|2048|14539|135.8
14,0.3985894587828519,0.35779570016032963,0.3179375570304232,0.11610078795372512,0.032745602371895235,2|2|9|5240000.0|2048|14160|143.35
15,0.21948817718486863,0.28620224600991456,0.27371481057638625,0.12765206192955317,0.061306603472734034,2|2|1|10500000.0|512|8517.5|236.68
16,0.41881835852758303,0.2578134137607093,0.17367740719293956,0.12694270346127215,0.05480212911489214,2|6|9|5240000.0|2048|14304|135.43
17,0.4704627039961717,0.3423811610914064,0.23011820420758228,0.23067406913323135,0.08281157963351259,3|6|12|262000.0|2048|18315|176.25
18,0.2921572098744035,0.26541307976846806,0.24491108584159418,0.20726654510584205,0.028015835428906875,1|1|2|105000000.0|2048|10620|92.693
19,0.22724245446015368,0.19760219311934804,0.1810677400860692,0.16819107440896272,0.05876317815663351,2|1|2|10500000.0|2048|11595|170.79
20,0.4569515547133679,0.4206932441813928,0.35045770738218246,0.1893096675190905,0.11113948794599449,3|2|9|1050000.0|512|14853|212.77
21,0.24636967984743202,0.29680210311458505,0.2106860520265091,0.17617663194976463,0.05066894643649758,2|1|3|105000000.0|1024|12529|154.49
22,0.42592818696661616,0.3510502392222713,0.21372733065937524,0.10546256355477819,0.0546248097237301,2|1|9|105000000.0|1024|13963|139.24
23,0.4096870847580855,0.3288955816077638,0.22073197603380196,0.16375851615070514,0.04365635102362319,3|6|6|10500000.0|2048|15741|199.05
24,0.3738740334946765,0.3221828319964934,0.3335581571546612,0.12026829775033623,0.05440715532676005,2|2|6|1050000.0|512|12901|152.29
25,0.434370373210662,0.2787576008122756,0.1634288738400814,0.1384857156165726,0.04075463125634531,2|3|9|10500000.0|1024|13584|141.77
26,0.42667235291617517,0.30089939066097043,0.17520849214055217,0.13198884662995816,0.04597718129332377,2|3|9|105000000.0|2048|13943|141.27
27,0.29829181307259084,0.1903397443719305,0.17414524567098194,0.10057636457412343,0.04582121838628167,1|6|3|1050000.0|2048|12106|79.89
28,0.2584238643488769,0.30320620258573994,0.3039405763113532,0.17794014615591627,0.04988206908103624,2|2|3|10500000.0|2048|12657|157.84
29,0.15570383263991677,0.23135709083471576,0.18634344335100703,0.20612889833121686,0.08969075517031261,3|6|2|10500000.0|512|11642|260.33
30,0.3260318828723435,0.4096877002752958,0.708388094723367,0.4841972347273695,0.29410026922472576,1|2|3|5240000.0|2048|14608|65.23
31,0.2827638919088148,0.26541307976846806,0.2610570496380291,0.13490964094793456,0.058461706995230164,1|1|1|105000000.0|1024|9333.8|102.77
32,0.41010729510566774,0.39020117667807996,0.2306264556051077,0.1347635096893629,0.05942603744390423,3|1|6|10500000.0|1024|11847|250.2
33,0.2659988132719503,0.22521034898326753,0.19463213093824488,0.08397473587582316,0.02014825688141771,1|3|2|5240000.0|512|11317|84.692
34,0.21221732803823348,0.28620224600991456,0.27371481057638625,0.12765206192955317,0.06341939792150321,2|2|1|10500000.0|1024|8324.9|243.35
35,0.39663067497586263,0.37942651514141756,0.11958381912147478,0.05251210550309719,0.00708086610718217,1|1|9|262000.0|1024|14719|65.299
36,0.40206924125224563,0.24031678077678284,0.20199875188116778,0.11039908433257578,0.049965343145395816,2|6|6|5240000.0|1024|13097|147.47
37,0.23111966180698265,0.2558533731181612,0.21860790043300973,0.21065329706707772,0.02735855132039747,2|6|3|105000000.0|1024|12007|165
38,0.4124398917367641,0.34262049067191647,0.16580835740646374,0.053458032720626714,0.02094507094956213,1|6|9|262000.0|1024|12800|75.382
39,0.2093029246609283,0.29473087659886754,0.25406596924529024,0.12400441077077408,0.01762268506526015,3|2|1|262000.0|512|8360.5|364.65
40,0.2743898947961147,0.32111637237715407,0.34080060492300357,0.15359691623272848,0.04476843878927934,2|2|3|262000.0|2048|12499|162.46
41,0.21789987273497202,0.23619227992322636,0.18609995875086208,0.1428490937309597,0.08754498938196914,2|3|1|262000.0|1024|9742.7|203.4
42,0.20913705121997503,0.28466608329089393,0.18692721991786976,0.23058502896028407,0.04408728022039855,3|3|3|10500000.0|2048|13891|217.51
43,0.43121386242300713,0.26437302002328295,0.1718490656524206,0.1145906917782718,0.041115903782193125,2|3|12|262000.0|1024|14620|134.29
44,0.4124398917367641,0.2896782832512557,0.2062296547891949,0.06350252724231535,0.014647144122590492,1|3|9|5240000.0|1024|12704|74.668
45,0.41881835852758303,0.24189381780875716,0.17744948853751083,0.11938423414171281,0.06080574295424734,2|6|12|1050000.0|2048|15256|129.03
