row_id,b0,b1,b2,b3,b4,raw_val
0,0.4191992250276037,0.3459028048836365,0.2774514547303342,0.2527506695994127,0.21778056760487716,6600|6884|0|68|70|51|62|64|65|72|68|72|58|46|65|53|31|50|57|64|53|66|63|54|61|69|71|63|67|62|64|70|63|66|64|76|75|73|65|0|2|2|0|0|0|0|30|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
1,0.37207163012127653,0.2985566105877782,0.2530836183055752,0.22104641525702123,0.17513206969904901,459|577|0|80|71|77|79|83|46|67|72|71|78|74|79|84|74|67|80|76|88|79|75|82|82|88|84|78|84|70|44|54|50|43|35|67|82|64|56|0|3|4|0|0|0|0|32|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
2,0.2494738871255895,0.2252091780161253,0.2122646976818192,0.2234936421034907,0.23075088917758527,11956|13135|0|62|90|62|49|66|25|41|91|90|62|62|64|63|58|60|48|47|50|54|40|54|66|82|80|57|60|58|21|58|19|22|23|62|47|37|40|0|3|3|0|0|0|0|26|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
3,0.3328558137907211,0.3057828539218319,0.21261922096078453,0.1991579016887978,0.19678571233381542,9838|11203|0|64|72|51|59|62|58|67|73|72|52|41|65|57|62|55|56|64|61|60|53|65|61|76|71|61|59|56|57|57|58|60|57|69|72|63|69|0|2|3|0|0|0|0|30|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
4,0.3862499379457416,0.35536999858328006,0.2890019896211729,0.2316246383311788,0.20312581064204902,10221|11203|0|64|46|39|49|37|63|76|50|42|39|31|57|40|34|49|32|32|31|67|66|32|36|38|45|59|31|57|64|63|66|63|56|73|70|81|72|0|2|2|0|0|0|0|33|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
5,0.26089498302442904,0.30279952937066557,0.21046223692654428,0.1781281501956503,0.1584323203796495,7888|9009|0|66|63|26|55|54|64|60|66|61|45|25|21|24|26|34|34|65|33|67|49|49|47|52|66|63|63|51|64|65|62|66|64|70|58|65|47|0|3|3|0|0|0|0|25|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
6,0.3316759323089034,0.3071177744280302,0.2685755007715965,0.27017204228642194,0.11826609686928634,3392|4260|0|71|65|64|67|67|68|71|67|64|68|61|74|63|51|71|65|60|56|72|73|52|67|63|71|69|66|67|74|60|64|69|68|70|73|70|69|0|3|2|0|0|0|0|22|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
7,0.21967954818990626,0.18324366372765982,0.12138645913652261,0.17981634433262905,0.2844212185448554,14585|15758|0|58|82|53|48|58|18|40|83|82|54|57|45|53|41|57|49|51|30|53|40|35|59|68|68|50|55|50|13|54|15|12|14|55|51|36|32|0|3|2|0|0|0|0|18|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
8,0.3098543297472844,0.3065762342863003,0.20706557411471674,0.20042199325282645,0.21356572887487227,8447|9009|0|66|46|60|65|60|61|67|45|47|60|58|65|61|52|63|64|65|64|66|66|64|59|48|50|68|65|64|65|54|61|62|60|57|70|67|65|0|3|2|0|0|0|0|30|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
9,0.33161777604571896,0.2528401406790094,0.20827404694447493,0.24408429452134187,0.19155290033144853,12184|13135|0|62|54|36|50|56|60|74|57|51|44|28|55|34|35|38|51|38|35|60|54|35|55|53|55|59|56|59|60|58|61|61|56|65|60|85|64|0|2|2|0|0|0|0|26|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
10,0.4088705835933035,0.38647522020542896,0.2974574043760072,0.2885907828331716,0.18755823253577153,3451|4260|0|71|62|69|71|72|68|75|64|61|69|65|75|70|64|76|70|70|70|72|71|73|71|70|76|66|73|76|67|64|71|67|64|76|72|78|72|0|3|3|0|0|0|0|29|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
11,0.33499527867332457,0.3415130581548211,0.26194131060266485,0.2181465128777333,0.16055647414667903,6262|6884|0|68|65|57|63|67|65|66|66|65|65|56|60|58|47|56|64|65|44|66|64|48|64|72|77|65|68|61|67|60|61|68|66|67|75|60|70|0|3|3|0|0|0|0|30|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
12,0.3093230550442276,0.23578296224213577,0.1896909177039638,0.25965419103917475,0.1844730262410863,6614|6884|0|68|89|61|59|69|58|59|90|88|66|61|64|60|58|60|58|62|48|63|50|64|67|87|83|64|67|60|59|56|57|60|56|74|69|59|44|0|3|3|0|0|0|0|27|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
13,0.34669895025381064,0.30580768776461176,0.23344508141185,0.23979679049804978,0.17530755285019925,1094|1525|0|76|60|61|75|73|72|70|69|52|66|55|68|70|48|58|73|73|72|78|75|68|69|75|80|76|76|79|75|61|72|75|72|69|85|63|68|0|3|3|0|0|0|0|28|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
14,0.19932491734486552,0.14701856625548065,0.13418916062738379,0.20870389169133086,0.13321232524432666,14017|15274|0|59|57|33|52|53|59|55|58|56|39|28|45|28|29|39|56|41|35|58|57|38|47|58|63|60|60|44|61|49|63|56|57|53|48|56|60|0|3|2|0|0|0|0|17|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
15,0.4196531411049454,0.4196380014792741,0.3346269482467629,0.2776791123330849,0.16412173618518014,4173|5037|0|70|70|55|66|66|66|81|75|66|52|49|72|56|53|51|65|67|62|67|65|64|61|72|74|68|68|70|70|58|63|69|65|78|88|80|73|0|3|2|0|0|0|0|32|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
16,0.33161777604571896,0.305456812036017,0.24938689195200828,0.2002039396794986,0.12979512463337467,12384|13135|0|62|64|30|44|52|60|73|67|61|33|23|51|23|27|44|33|35|27|53|55|48|49|52|52|56|55|52|58|60|59|62|58|67|62|78|75|0|2|2|0|0|0|0|23|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
17,0.2592012734703497,0.18308211799079332,0.22007729928356276,0.228022994784077,0.16073977765773764,9056|10108|0|65|63|46|65|68|50|66|72|56|60|39|53|49|44|55|69|54|53|71|69|57|65|85|82|67|66|69|55|42|60|43|43|58|84|61|57|0|3|3|0|0|0|0|31|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
18,0.2289763920505554,0.22113695781717352,0.1686535447862853,0.15032340417954823,0.22515327006209163,17657|13135|0|62|50|51|52|61|61|44|48|52|48|55|54|45|28|55|39|60|37|63|45|35|61|33|94|64|65|50|63|57|65|59|55|41|64|32|52|0|2|2|0|0|0|0|17|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
19,0.36487101232020114,0.284731842408987,0.22058038678421682,0.20641538292001216,0.16557446251452645,3879|4260|0|71|72|65|73|75|61|67|77|68|70|58|73|72|68|60|72|73|73|73|72|79|73|80|82|69|75|75|71|48|60|60|60|66|72|64|67|0|3|3|0|0|0|0|26|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
20,0.35204263073167574,0.35550673532716903,0.30564366856147623,0.21790261995490534,0.2919452701721677,296|458|0|81|75|71|79|82|75|78|80|71|81|67|79|73|63|64|81|75|74|81|77|79|80|89|88|85|82|76|82|56|74|80|72|73|94|68|85|0|3|4|0|0|0|0|31|0|0|0|0|0|65.88294147|63.91445723|63.02151076|64.3931966|66.74537269
