row_id,b0,b1,b2,b3,b4,raw_val
0,0.2434895725738494,0.23480083030766571,0.10658071553618423,0.07928368621154533,0.04773871843940966,1|1|0|1|0|1|0|0|1|1|0|0|1|0|1|0|1|0|1|0|0|67.692|47.659118
1,0.16271024132940673,0.13887635679578972,0.023728177830442405,0.013879281853116026,0.018256528274985598,1|0|1|1|1|1|1|0|1|1|0|0|1|0|1|0|1|0|0|0|1|33.372|92.225663
2,0.3236508788419855,0.22155279904331557,0.048727207424633774,0.03150827208983254,0.01384524467694883,1|0|0|1|1|0|1|0|1|0|0|1|1|1|0|0|1|0|1|0|0|47.224|47.591064
3,0.14763932323488008,0.2208874014299155,0.2139947550731888,0.169874236822664,0.05327615254261492,1|1|0|0|1|1|0|1|1|1|0|0|1|0|1|0|1|1|0|0|0|134.626|25.416051
4,0.2404859988646218,0.26867219684721355,0.2024940422306909,0.11555645427724424,0.05166007035966929,1|1|1|1|1|0|0|0|1|0|1|0|1|0|0|1|1|0|1|0|0|92.288|47.18754
5,0.24628810382180102,0.2442797902974674,0.21534692090962645,0.18131844191028976,0.05841692715631934,1|1|0|0|1|1|0|1|1|0|1|0|1|1|0|0|1|1|0|0|0|89.474|25.550395
6,0.324410541716676,0.24209416067965397,0.045233584423597865,0.023148500484885818,0.01545822810393229,1|1|0|0|1|0|1|1|1|0|0|1|1|1|0|0|1|0|1|0|0|44.486|46.933716
7,0.17629663730153833,0.2096217465620795,0.2077952869269584,0.16719779165445767,0.06345562960222995,1|1|0|1|1|0|0|1|1|0|0|1|1|0|1|0|1|1|0|0|0|125.33|25.122261
8,0.18345011079907367,0.1471393149501103,0.09845745904434301,0.1540173841800958,0.06579493657351512,1|0|1|1|0|0|0|1|1|0|1|0|1|0|0|1|1|1|0|0|0|164.022|25.346881
9,0.2387035404003865,0.131472177882483,0.031964951726678174,0.022070032346986963,0.018866513224967525,1|1|1|0|0|0|0|1|1|0|0|1|1|1|0|0|1|0|0|0|1|22.982|84.330435
10,0.1693473927837696,0.18480583358893196,0.11699567668496103,0.14146582300428678,0.06939880578519146,1|0|0|0|1|0|1|0|1|1|0|0|1|0|0|1|1|1|0|0|0|155.856|25.358426
11,0.17150577462511585,0.1820831814817361,0.13245213790763943,0.10370776490163201,0.024788787730664525,1|1|0|1|1|0|1|0|1|1|0|0|1|0|0|1|1|0|0|1|0|56.712|67.450276
12,0.3034426706397297,0.24659221644682233,0.058383623406450036,0.030256971010086706,0.014172514385769509,1|1|0|1|1|1|0|0|1|0|1|0|1|1|0|0|1|0|1|0|0|47.05|48.457021
13,0.16138071561451958,0.11735586830389284,0.022773034309813776,0.013393574891359835,0.06098589749841933,1|1|1|0|1|1|0|1|1|1|0|0|1|0|0|1|1|0|0|0|1|50.004|92.26489
14,0.2717815391197367,0.15414977300146232,0.028661746155244926,0.02397147387966691,0.011628471766629215,1|0|1|0|1|0|0|0|1|0|1|0|1|1|0|0|1|0|0|0|1|24.13|87.372616
15,0.23909787170174907,0.2674638769695726,0.23580451121958745,0.16834294586059326,0.05330689756801153,1|0|1|0|0|1|1|0|1|1|0|0|1|1|0|0|1|1|0|0|0|92.746|25.588457
16,0.2102575813013568,0.14098478127771,0.12282943574545759,0.10207063634131142,0.01881654185962029,1|0|0|1|1|1|1|1|1|0|1|0|1|0|0|1|1|0|0|1|0|61.65|68.398556
17,0.21366050314391535,0.14022265974815784,0.030307269935979587,0.025267717924639273,0.016157025297903017,1|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|1|0|0|0|1|24.974|84.2376
18,0.24751780238977655,0.1663634158048686,0.025562903309685973,0.032996446823600735,0.05676007393982799,1|1|0|0|1|1|0|0|1|1|0|0|1|1|0|0|1|0|0|0|1|23.89|90.296201
19,0.2633433459630612,0.23268548198619782,0.2401752205903474,0.16076633386235506,0.057818620914011964,1|0|0|1|0|0|0|0|1|0|1|0|1|1|0|0|1|1|0|0|0|85.976|25.335893
20,0.20150475897841907,0.13423580331429907,0.08200130754479157,0.05193012284898247,0.018394001473178274,1|0|1|0|0|1|0|1|1|0|1|0|1|0|1|0|1|0|0|1|0|50.438|68.343993
21,0.18007017161140296,0.17598359273738287,0.1080572286820988,0.08461993505793179,0.026784200167014455,1|1|1|1|0|0|0|1|1|0|0|1|1|0|0|1|1|0|0|1|0|58.62|68.034225
22,0.17703070174094615,0.18563230349000862,0.12087778976091718,0.13930485218107608,0.0847527695290009,1|0|0|1|0|1|1|1|1|0|0|1|1|0|0|1|1|1|0|0|0|153.388|25.352891
23,0.2646437583839724,0.187086210055865,0.12041749209658444,0.08178022372471007,0.03078016247612535,1|0|1|1|0|0|0|1|1|0|0|1|1|0|1|0|1|0|1|0|0|65.308|47.627998
24,0.26025478191162754,0.24567365304609498,0.2441921313616764,0.24330820656791136,0.0507932845082753,1|1|1|0|0|0|1|0|1|0|1|0|1|1|0|0|1|1|0|0|0|78.9|25.185899
25,0.1684391643154568,0.17473422588610948,0.12073116544466096,0.08153834015130679,0.01374225755832232,1|1|0|0|1|0|0|0|1|1|0|0|1|0|1|0|1|0|0|1|0|47.168|66.54406
26,0.19910808918433315,0.15941584466765776,0.12143853455589737,0.08352476041046883,0.01128775420149543,1|1|0|0|1|0|0|0|1|0|0|1|1|0|1|0|1|0|0|1|0|48.088|64.918317
27,0.20503099427269653,0.22649652673349407,0.09759446850698797,0.06281006874901875,0.04724600625719662,1|1|1|1|0|1|1|0|1|1|0|0|1|0|1|0|1|0|1|0|0|58.808|47.629605
28,0.25012943554469314,0.27927015901412305,0.17980129089925426,0.13506360347638183,0.0572339340512808,1|0|0|1|0|0|0|1|1|1|0|0|1|0|0|1|1|0|1|0|0|88.032|48.102236
29,0.21281766218742035,0.15245826367000745,0.1187973387873895,0.07861573170436259,0.019014363133181222,1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|1|0|0|1|0|44.33|66.593162
30,0.13248906766744734,0.14764661374591787,0.03217528975390174,0.019529842679098297,0.011423315970099716,1|1|0|0|1|1|1|1|1|0|1|0|1|0|1|0|1|0|0|0|1|32.076|91.820047
31,0.18508819872926244,0.18461210045025117,0.21950364408894946,0.1657433689630297,0.09235012926157185,1|1|1|0|0|1|1|0|1|0|1|0|1|0|1|0|1|1|0|0|0|111.566|25.412909
32,0.1251723927246402,0.1315504076217265,0.027124151860918974,0.026205857847871286,0.010649900407535454,1|1|1|1|0|1|0|1|1|0|1|0|1|0|0|1|1|0|0|0|1|46.55|92.279417
33,0.2490229812891042,0.24659221644682233,0.0590488670463767,0.028391936863633834,0.013512692756762432,1|1|1|1|0|1|1|0|1|0|1|0|1|1|0|0|1|0|1|0|0|45.772|48.178
34,0.24134007179179082,0.15600756536395458,0.03215702685733554,0.02609887373913322,0.04888343810786871,1|1|1|0|0|0|1|1|1|1|0|0|1|1|0|0|1|0|0|0|1|21.586|87.482644
35,0.25842885638472607,0.2814883980266354,0.05131903651144221,0.03810129208503231,0.012119727673410224,1|0|1|0|0|1|1|1|1|1|0|0|1|1|0|0|1|0|1|0|0|49.332|48.062531
36,0.19824315986283098,0.11526962002481417,0.12227506913806406,0.08914896070354691,0.015391199087036319,1|1|0|1|1|0|1|1|1|0|1|0|1|0|1|0|1|0|0|1|0|41.978|67.890372
37,0.29152770136638223,0.12459500406536397,0.04640857762879136,0.030663368184935834,0.008605865186770449,1|0|0|1|1|0|0|1|1|1|0|0|1|1|0|0|1|0|1|0|0|46.066|47.192331
38,0.25070569365537737,0.21944130976505694,0.11298468474675573,0.0767172808747164,0.03381725844388388,1|0|0|1|1|0|1|1|1|1|0|0|1|0|1|0|1|0|1|0|0|62.4|47.769299
39,0.22339148147156934,0.20655542622864856,0.031346193746667236,0.02440950549878712,0.019601981247313632,1|0|0|0|0|0|0|1|1|1|0|0|1|1|0|0|1|0|0|1|0|31.37|69.254581
40,0.15495930243649128,0.11789987646393132,0.021977396410130412,0.012896862666211078,0.01269032996188395,1|0|1|0|0|1|1|1|1|1|0|0|1|0|0|1|1|0|0|0|1|41|93.446882
41,0.2856892253465433,0.2425971818401159,0.10978954029841709,0.07162629345279845,0.04005419425712501,1|0|0|1|0|1|1|0|1|0|0|1|1|0|1|0|1|0|1|0|0|62.374|48.304199
42,0.2535034936985357,0.27094266863618893,0.22068813630339298,0.17867959736140326,0.05502128244239953,1|1|0|1|0|1|1|0|1|0|0|1|1|1|0|0|1|1|0|0|0|88.234|25.487566
43,0.2002203256488163,0.1645011700174791,0.10418962919043365,0.0978403819709387,0.017788581515368013,1|1|1|0|1|1|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|70.802|65.10392
44,0.12738980679614476,0.08405264913105637,0.027912502231443825,0.02549772174804083,0.011808717259150754,1|0|1|1|0|1|0|0|1|0|0|1|1|0|0|1|1|0|0|0|1|48.906|92.52199
45,0.26961801344463593,0.28368712283868336,0.05355350643107805,0.029435265313089896,0.0154991067398103,1|1|1|0|1|1|0|1|1|1|0|0|1|1|0|0|1|0|1|0|0|45.922|46.950869
46,0.26965077363830947,0.17357460249190107,0.03346631687712512,0.023902168177790086,0.01969927704273842,1|1|1|0|1|0|1|1|1|0|0|1|1|1|0|0|1|0|0|1|0|29.966|67.780782
47,0.3000689334062019,0.2382754569856902,0.04736057947673803,0.034348815516139664,0.014828370574282539,1|0|1|0|1|0|1|1|1|0|0|1|1|1|0|0|1|0|1|0|0|46.298|47.359278
48,0.2823563534625103,0.28632754243219155,0.15933154237291947,0.12256445181148387,0.03888894426448133,1|0|0|0|0|1|1|1|1|0|1|0|1|0|0|1|1|0|1|0|0|80.602|48.808275
49,0.22503779983161815,0.2674638769695726,0.22934422046934214,0.17596327596702935,0.05697263185205477,1|1|1|0|0|1|1|1|1|1|0|0|1|1|0|0|1|1|0|0|0|86.502|25.199623
50,0.18788745570019863,0.17686355494444772,0.2048550242748968,0.1632137344327834,0.07055815410478287,1|1|1|0|1|0|0|1|1|0|1|0|1|0|1|0|1|1|0|0|0|122.576|25.484228
51,0.1986136319890989,0.20046481912957295,0.21373620527998202,0.16106270124985478,0.10149846166109536,1|0|1|0|0|1|1|0|1|0|0|1|1|0|1|0|1|1|0|0|0|118.192|25.337627
52,0.16892547211274392,0.13878526497544286,0.028839252835267417,0.013915376951203881,0.011478351024361202,1|0|1|0|1|1|0|1|1|1|0|0|1|0|1|0|1|0|0|0|1|38.012|91.428449
53,0.19441115889187274,0.2086703667154356,0.20463263882776775,0.15817054211935794,0.07548346056228561,1|0|0|1|1|1|1|1|1|0|0|1|1|0|1|0|1|1|0|0|0|125.494|25.313185
54,0.2835601506012555,0.23219114247681258,0.12591132736923782,0.05085046430689197,0.025384331416855022,1|1|0|0|0|0|1|0|1|0|0|1|1|0|1|0|1|0|1|0|0|56.534|46.924881
55,0.2532812559447185,0.16491498516868533,0.028195466689053306,0.04143510871121583,0.00775334927790582,1|1|0|1|1|1|0|0|1|0|1|0|1|1|0|0|1|0|0|0|1|23.858|91.583333
56,0.24969116525474963,0.18354495535709392,0.026727823764929423,0.026396252291867296,0.020735278659502157,1|0|1|0|0|0|0|1|1|0|1|0|1|1|0|0|1|0|0|1|0|31.104|67.553266
57,0.11171760433041944,0.136529514845505,0.0331030423239352,0.03685354429820183,0.012560287946541052,1|1|0|1|0|0|0|1|1|0|1|0|1|0|0|1|1|0|0|0|1|43.546|90.449519
58,0.30183636664594976,0.23539446419979604,0.05689420274785616,0.02914739193862086,0.013840225718604363,1|1|1|0|0|1|0|0|1|0|0|1|1|1|0|0|1|0|1|0|0|45.498|47.355604
59,0.12834961917313545,0.1395446957868214,0.027248414758407793,0.027403098863603745,0.008226368939006764,1|1|0|1|1|1|0|1|1|0|1|0|1|0|0|1|1|0|0|0|1|50.748|91.83309
60,0.2802311088814791,0.2226607207322159,0.1111718594996464,0.07487511578501585,0.02875848867992097,1|1|0|1|0|0|0|0|1|0|0|1|1|0|1|0|1|0|1|0|0|62.782|47.066549
61,0.24642862809269647,0.2884442989414318,0.19427317403913227,0.1372129855966109,0.051704288747587354,1|1|0|1|1|1|0|1|1|1|0|0|1|0|0|1|1|0|1|0|0|99.608|47.499228
62,0.2755122009412623,0.2310204606599073,0.24225864745573114,0.2462695320319053,0.05159641679318895,1|1|1|1|1|0|1|0|1|0|1|0|1|1|0|0|1|1|0|0|0|80.156|25.877188
63,0.23265198409473054,0.26336042081260624,0.13576622657753507,0.08423855839059774,0.04150402670379145,1|0|1|0|0|1|0|1|1|1|0|0|1|0|1|0|1|0|1|0|0|70.69|47.505996
64,0.196534952411489,0.14831060151657988,0.1130580965743455,0.10273835411141008,0.017792235215675873,1|1|1|0|1|1|1|0|1|0|1|0|1|0|0|1|1|0|0|1|0|58.982|68.155313
65,0.16138987000774985,0.17097934925816718,0.12140504291567492,0.04095163714402567,0.017753639230116806,1|1|0|0|0|1|1|0|1|1|0|0|1|0|1|0|1|0|0|1|0|40.666|69.42628
66,0.253372247779602,0.1354117143715248,0.0328988117237463,0.03880615884552747,0.011147635082682716,1|1|1|0|0|1|0|0|1|0|0|1|1|1|0|0|1|0|0|0|1|22.99|91.238656
67,0.28090984938145425,0.26073506344726083,0.1250128003407227,0.07253746426873087,0.03083302103801701,1|1|1|0|1|1|0|1|1|0|0|1|1|0|1|0|1|0|1|0|0|70.636|47.639038
68,0.16317693989325976,0.1102461271844297,0.029028923785760257,0.017219108600199096,0.018173927081444895,1|0|1|0|1|1|1|0|1|0|0|1|1|0|1|0|1|0|0|0|1|33.452|92.02934
