row_id,b0,b1,b2,b3,b4,raw_val
0,0.11602172473381797,0.10791787407293332,0.025420405302346325,0.007474395339878643,6.807621512297163e-07,6|0|1|10|7.162582668|5.102447958
1,0.3030622532295844,0.10184574797497449,0.05487702401480425,0.01041887044823952,0.002641837429175583,4|0|3|5|7.075885561|5.041577674
2,0.3317622266826443,0.42400364154281595,0.22918518398809093,0.041342698762972224,0.000791285879736629,7|1|1|1|6.673217192|4.878722314
3,0.10613175189228641,0.07665447486178976,0.051593995675822006,0.007066199068786958,0.00012010177292750399,4|1|3|20|8.21162552|5.093925707
4,0.2914215147081565,0.40428514602062826,0.19603800658838616,0.03213654436206233,4.908898640932349e-07,3|0|1|1|7.28555018|4.401360964
5,0.3317622266826443,0.3533802985678234,0.26884862197061515,0.027212282826398173,6.828783128525427e-07,5|1|2|1|6.951937423|4.79503586
6,0.12218651304516134,0.11332862156426111,0.03578757194671971,0.007894556518661975,0.0004893592109268583,4|1|2|10|7.782709969|5.080357077
7,0.0817706642288499,0.05544129704589649,0.045567353507961185,0.035981080204603215,7.430336315902311e-05,3|1|3|100|9.965784285|5.066154451
8,0.3061237059699069,0.35362091734272383,0.13698081364025647,0.03445416856562656,3.8378408149014995e-07,3|0|4|2|7.353587949|4.71815563
9,0.2957942714848309,0.11954807324611146,0.029513929724538545,0.004625636223026448,7.291965964104131e-07,7|0|2|5|6.656067274|5.083255384
10,0.2914215147081565,0.3921008096876611,0.21605161947865048,0.03213654436206233,4.908898640932349e-07,3|1|2|1|7.835102979|4.33936051
11,0.2957942714848309,0.10203949686706612,0.0304579773881802,0.01041887044823952,0.002641837429175583,5|0|3|5|6.849711592|5.068121424
12,0.06985828903798252,0.060760034006305266,0.04819540258676572,0.015129090478749118,0.00032185816462930103,6|0|1|50|8.797687462|5.118824889
13,0.0817706642288499,0.05544129704589649,0.046164155855860645,0.015330459388256347,0.00019878687412843167,3|1|4|50|9.251482411|5.059483872
14,0.33365125751084174,0.38496078442160975,0.06972890326645437,0.012737642766236276,0.00036192136135585834,6|0|1|2|6.376724488|5.007683559
15,0.09815302146783594,0.07883129528712676,0.049365349653915445,0.007271721804999211,5.855073254266071e-07,5|1|3|20|8.059182199|5.107607992
16,0.0817706642288499,0.0680235773642928,0.045567353507961185,0.027428230362578552,0.001419703814506273,4|1|1|100|9.824529208|5.104190483
17,0.11602172473381797,0.11796511609078196,0.0312194372768944,0.007250937147355672,0.00042622287031059277,5|0|4|10|7.256642729|5.099033291
18,0.33365125751084174,0.37431314203635324,0.06972890326645437,0.012737642766236276,0.00036192136135585834,7|0|1|2|6.290129465|5.022484651
19,0.3061237059699069,0.3484991399243439,0.14456317224104842,0.04691502187872369,6.58275754579966e-07,4|1|2|2|7.32378437|4.892895336
20,0.33365125751084174,0.3692981037506653,0.06484261199566138,0.014609720484894605,0.00036192136135585834,7|1|2|2|6.775695869|4.998378999
21,0.0817706642288499,0.05544129704589649,0.045567353507961185,0.032417891424194836,0.001419703814506273,3|1|2|100|9.965784285|5.066154451
22,0.0817706642288499,0.0680235773642928,0.045567353507961185,0.035981080204603215,7.430336315902311e-05,4|1|3|100|9.824529208|5.104190483
23,0.3061237059699069,0.36860749038001056,0.13698081364025647,0.03445416856562656,3.8378408149014995e-07,3|0|1|2|7.353605591|4.718020678
24,0.2957942714848309,0.12070965168175536,0.028823596993852812,0.007736551740516356,4.255968163833707e-05,6|1|1|5|7.121699275|5.069765971
25,0.06985828903798252,0.09278584793707625,0.048440359975761724,0.01460320459183933,0.00019878687412843167,5|1|4|50|8.947271652|5.114503927
26,0.0817706642288499,0.06247471347623753,0.046915909302914026,0.04298492939811003,0.0028202317742982157,3|0|3|100|9.858304322|5.066162087
27,0.33365125751084174,0.38116598230431564,0.06442216694050051,0.014609720484894605,0.00036192136135585834,6|1|4|2|6.867241668|4.983829961
28,0.0817706642288499,0.09336690522193235,0.045567353507961185,0.035981080204603215,7.430336315902311e-05,4|1|4|100|9.824529208|5.104190483
29,0.2957942714848309,0.10929299340343136,0.0301934917205121,0.01041887044823952,0.002641837429175583,5|0|4|5|6.849711592|5.068121424
30,0.2914215147081565,0.39237351408799226,0.22068340277243043,0.03213654436206233,4.908898640932349e-07,3|1|3|1|7.835102979|4.33936051
31,0.06985828903798252,0.060760034006305266,0.04932254442675842,0.04046134097781156,0.0014035911158823383,6|0|2|100|9.682815552|5.121427207
32,0.3030622532295844,0.10185177375233577,0.054905620092769856,0.006655547991090213,0.0011325839656064814,4|0|2|5|7.075885561|5.041577674
33,0.0817706642288499,0.05544129704589649,0.045567353507961185,0.035981080204603215,7.430336315902311e-05,3|1|4|100|9.965784285|5.066154451
34,0.33365125751084174,0.38116598230431564,0.06484261199566138,0.014609720484894605,0.00036192136135585834,6|1|3|2|6.867241668|4.983829961
35,0.3317622266826443,0.42400364154281595,0.22815422615517628,0.041342698762972224,0.000791285879736629,7|0|1|1|6.144515496|4.923426501
36,0.11602172473381797,0.11448382559715897,0.024811387794728308,0.007474395339878643,6.807621512297163e-07,7|0|2|10|7.113783832|5.104157682
37,0.3061237059699069,0.3666773843514915,0.13703683333406994,0.03445416856562656,3.8378408149014995e-07,3|1|2|2|7.881933754|4.679288806
38,0.3317622266826443,0.41063111729876745,0.21094876980558086,0.04580026762728196,0.000791285879736629,6|0|4|1|6.24014257|4.894785504
39,0.3061237059699069,0.36360988457411764,0.14456317224104842,0.04691502187872369,6.58275754579966e-07,4|1|1|2|7.324189549|4.889213047
40,0.0817706642288499,0.0680235773642928,0.046164155855860645,0.01676323768779363,0.00023409473731979318,4|1|2|50|9.037629313|5.100760951
41,0.12218651304516134,0.11345409318616785,0.03578757194671971,0.007894556518661975,0.0004893592109268583,3|1|1|10|8.211464912|5.019398421
42,0.0817706642288499,0.06247471347623753,0.046039352829692216,0.007530882193661876,4.400882004844723e-07,3|0|4|50|9.069460509|5.061161897
43,0.06985828903798252,0.052172033810188194,0.048440359975761724,0.018502846567574803,0.00023409473731979318,7|1|1|50|8.880039571|5.119684617
44,0.06985828903798252,0.060760034006305266,0.04819540258676572,0.004577948668541223,0.00032185816462930103,6|0|3|50|8.797687462|5.118824889
45,0.0817706642288499,0.0680235773642928,0.046164155855860645,0.01915866891047503,0.00023409473731979318,4|1|1|50|9.037629313|5.100760951
46,0.06985828903798252,0.060760034006305266,0.04932254442675842,0.04326800106045382,0.0028202317742982157,6|0|4|100|9.682815552|5.121427207
