row_id,b0,b1,b2,b3,b4,raw_val
0,0.2799328595690855,0.21331941228719417,0.210001884482468,0.15719801253269983,0.0010271699430561712,a2c|CartPole-v1|222.91|18435.7509|15823|0.0065064687904663|-3.288|0.953|7|0|0.873|0.865|0.94
1,0.2675916966321665,0.29530141365818696,0.34073766845561876,0.2701272076598042,0.0429288184270793,a2c|CartPole-v1|249.01|22470.8069|24224|0.0053325987177662|-3.02|0.985|15|0.01|0.908|1.992|0.99
2,0.16593887210903369,0.19967863089078264,0.17583313090038716,0.12351173239487465,0.1305792909388426,a2c|CartPole-v1|73.52|330.2816|59185|0.0012352922263208|-4.232|0.938|10|0.006|0.564|0.931|0.983
3,0.21614523904241967,0.1149180510388962,0.1328970166368033,0.12242963409435043,0.09275385841903808,a2c|CartPole-v1|54.51|200.8209|18897|0.0028541028938597|-4.232|0.946|6|0.006|0.706|1.421|0.98
4,0.21238551868915193,0.19037044723787938,0.1411818805933392,0.11111682549190453,0.09275385841903808,a2c|CartPole-v1|90.29|1525.3949|90314|0.0009831185950181|-4.069|0.982|9|0.006|0.639|1.733|0.94
5,0.19443367936796818,0.16934315584546128,0.13532379902029917,0.14118264182653487,0.10292920981996438,a2c|CartPole-v1|176.26|13933.0404|95983|0.0016035730161453|-4.424|0.92|20|0.007|0.891|0.924|0.961
6,0.17800306198975688,0.13397022933947544,0.13763109558332745,0.08717588397904162,0.04478348594131399,a2c|CartPole-v1|54.38|37.8816|81781|0.0006646306366691|-4.306|0.936|15|0.007|0.82|1.394|0.909
7,0.29953411187268125,0.2624370185399428,0.23102437677699286,0.14670041808996784,0.10509665827822087,a2c|CartPole-v1|342.82|16470.8396|21196|0.0091011325215476|-3.279|0.999|6|0.008|0.722|1.635|0.946
8,0.2316014913468811,0.27762079260705774,0.2660272498419617,0.24283575616508643,0.03288816550818415,a2c|CartPole-v1|205.92|4592.4316|52524|0.0036052041247596|-3.553|0.923|16|0.002|0.82|0.513|0.942
9,0.16548025051026707,0.16154305253593523,0.153421105336971,0.10378975390746165,0.04137440021265249,a2c|CartPole-v1|110.29|469.3129|99509|0.0011031282052349|-4.813|0.981|18|0.005|0.973|0.719|0.989
10,0.18370748532872258,0.19360747295302388,0.19360193129294195,0.1447922688929866,0.12420759509823984,a2c|CartPole-v1|77.27|52.8821|67706|0.0011403502722446|-4.181|0.926|19|0.008|0.782|0.684|0.995
11,0.16251778634761085,0.2986634431182265,0.3434474376238536,0.35138718236226174,0.11477941190040075,a2c|CartPole-v1|300.13|11747.9801|26379|0.0078716469955354|-3.881|0.987|15|0.009|0.843|0.863|0.95
12,0.16597310276990526,0.1164581348694047,0.10406166543075558,0.09390716194448277,0.08189131399352342,a2c|CartPole-v1|58.11|32.0069|65150|0.0008914900180832|-4.943|0.994|5|0.004|0.502|0.675|0.96
13,0.24316148560262674,0.26882477232585295,0.3232984026635775,0.19104140038944115,0.0010271699430561712,a2c|CartPole-v1|214.21|10746.4489|17294|0.0076390489223258|-3.749|0.967|10|0.01|0.825|1.442|0.901
14,0.28029985367784405,0.3149771373592199,0.36047435348577,0.3153932027296873,0.09850016877911016,a2c|CartPole-v1|414.88|13794.4196|37985|0.0080122950567978|-3.613|0.915|17|0.009|0.983|1.603|0.994
15,0.26603594434086486,0.2955980356510846,0.24219312312158203,0.2865215312084939,0.001914242361058756,a2c|CartPole-v1|135.86|2201.3444|52506|0.002483350601997|-3.042|0.946|8|0.001|0.621|1.739|0.915
16,0.2526202242981661,0.1950939719493249,0.11286731936834324,0.07288516899411684,0.025092372578888657,a2c|CartPole-v1|163.73|7944.2401|86901|0.0017262676920811|-4.82|0.975|9|0.009|0.921|1.847|0.992
17,0.16790400457191004,0.16185626686418592,0.11728610008820102,0.09786237856324231,0.08398891358870313,a2c|CartPole-v1|169.3|9394.354|67394|0.0022047327029212|-4.682|0.991|14|0.008|0.556|1.052|0.914
18,0.24391203726603233,0.26087405492244464,0.21430399589894855,0.2847169660110455,0.01747129039065274,a2c|CartPole-v1|293.91|13631.0909|21815|0.0082915125765652|-3.782|0.933|7|0.005|0.877|1.847|0.951
19,0.1236031993996353,0.21838261630534175,0.23357295163961903,0.09667618244405969,0.0018836360654114692,a2c|CartPole-v1|282.43|28684.5161|68027|0.0029203045416372|-4.04|0.968|16|0.006|0.855|0.633|0.95
20,0.281856708293376,0.28409992424639635,0.09568290697218476,0.06832269176277476,0.015608939053631105,a2c|CartPole-v1|171.19|2305.7429|46059|0.0035394886904549|-3.429|0.938|6|0.002|0.658|1.621|0.925
21,0.185110407702755,0.17466608186582688,0.22912594402774505,0.18621508556626293,0.03605300863337311,a2c|CartPole-v1|153.28|14728.8196|15436|0.0050812476515638|-3.734|0.986|16|0.001|0.819|0.76|0.961
22,0.21614523904241967,0.1420882386075335,0.12886968186084105,0.14060282560566545,0.08816200166643087,a2c|CartPole-v1|103.27|474.3861|75981|0.0013507046993423|-4.615|0.933|12|0.002|0.724|1.566|0.967
23,0.21736010190822785,0.19193552083614707,0.17154731511170312,0.1754447535042792,0.09275385841903808,a2c|CartPole-v1|352.53|18025.6181|45677|0.0055339085991412|-4.141|0.923|17|0.003|0.606|1.944|0.954
24,0.23696376675813402,0.19807062040739132,0.19753360009198168,0.13481164993453917,0.057832664802372306,a2c|CartPole-v1|330.78|16669.2156|65072|0.0040466238598015|-4.157|0.916|18|0.008|0.843|1.719|0.977
25,0.25461038068676484,0.1979537205474363,0.2451652092134221,0.24064239935279153,0.01669092433852232,a2c|CartPole-v1|317.1|22635.68|11808|0.0092060660746449|-3.014|0.91|14|0.002|0.949|1.919|0.98
26,0.20014776038080667,0.11808585417369476,0.08459214719072612,0.13735746989838804,0.01714167847493178,a2c|CartPole-v1|118.23|1008.5001|94468|0.001238302216503|-4.312|0.916|5|0.004|0.77|1.598|0.915
27,0.14981684195051406,0.16759502253062267,0.27763242482535955,0.07260360421780986,0.0010271699430561712,a2c|CartPole-v1|154.69|8675.1049|69345|0.0019826686663597|-3.808|0.96|8|0.003|0.866|0.753|0.909
28,0.20211949588784248,0.12623999663980917,0.13390319450695806,0.05113166153895238,0.0689408512949001,a2c|CartPole-v1|57.56|149.7264|42473|0.0013504215811595|-4.819|0.903|5|0.008|0.601|1.097|0.944
29,0.26510559727584476,0.3343556999069528,0.2920556927234288,0.30065833987353585,0.2591164320034537,a2c|CartPole-v1|336.29|14909.1189|5708|0.0163104113246723|-3.093|0.901|15|0.008|0.665|1.627|0.909
30,0.18426914907656589,0.14407608745884493,0.12415310809721423,0.125400639238529,0.0692234769853958,a2c|CartPole-v1|323.99|30532.2689|70775|0.0031980607656005|-4.409|0.99|12|0.001|0.938|0.887|0.979
31,0.10347769465889078,0.13338058081366838,0.19830210045503355,0.1351110882578063,0.01714167847493178,a2c|CartPole-v1|132.07|6231.9901|38373|0.0029608131038884|-4.182|0.965|19|0.007|0.703|0.532|0.913
32,0.2839220882587096,0.2911276232497865,0.2831277139763845,0.33102890859548406,0.060429113982221505,a2c|CartPole-v1|316.11|15947.6269|8432|0.0129656223072754|-3.395|0.99|18|0.008|0.631|0.737|0.963
33,0.12265847089006052,0.16662573272287676,0.10115308593683701,0.10927407744501225,0.047888025218798695,a2c|CartPole-v1|57.43|81.0081|65962|0.0008695716939687|-4.402|0.947|7|0.007|0.824|0.648|0.949
34,0.21988995382723628,0.1552608087075777,0.14791357335926972,0.16258209853359096,0.09275385841903808,a2c|CartPole-v1|172.68|4275.3456|54488|0.0029385165143402|-4.11|0.937|6|0.004|0.504|1.943|0.99
35,0.2271500775342441,0.12027939412391607,0.15954981960118642,0.10200215255367104,0.056069720130986885,a2c|CartPole-v1|71.67|783.8761|38909|0.0018055681893963|-4.986|0.931|5|0|0.522|1.812|0.987
36,0.2576336955292938,0.2196913585521299,0.2094725349396845,0.1384914579385237,0.015608939053631105,a2c|CartPole-v1|264.71|17372.0989|13623|0.0085401069616538|-3.386|0.993|11|0.006|0.67|0.952|0.914
37,0.2799328595690855,0.16953661968960895,0.23368673006217228,0.18570043823248783,0.012465465333918381,a2c|CartPole-v1|426.72|21510.0916|5268|0.0159348198353375|-3.311|0.975|18|0.001|0.983|1.229|0.992
38,0.21498222228264532,0.18817399313050806,0.1450392182122549,0.13666495221422503,0.05004721174708355,a2c|CartPole-v1|58.14|41.8344|30877|0.0018803464225539|-4.593|0.998|8|0.005|0.561|1.51|0.975
39,0.22458386827890459,0.15625464791404703,0.10137627817022332,0.10275958489054798,0.07023910936093485,a2c|CartPole-v1|134.91|5205.8169|83510|0.00152068124978|-4.457|0.908|18|0.01|0.591|1.806|0.902
40,0.2323271732504911,0.11889622246197393,0.13085264630494142,0.1386733295509923,0.057832664802372306,a2c|CartPole-v1|230.84|19180.3384|95214|0.0020179143943159|-4.192|0.968|5|0.003|0.895|1.619|0.969
41,0.22096809488083022,0.18359308883921543,0.21516823090201087,0.17135358456174224,0.03605300863337311,a2c|CartPole-v1|90.31|4879.4449|94129|0.0009121352017599|-3.73|0.987|12|0|0.853|1.621|0.932
42,0.09554062229386547,0.06190571519489186,0.07094741530162814,0.07397148950896248,0.10894901582747753,a2c|CartPole-v1|87.93|300.3541|90836|0.000964807469652|-4.906|0.947|9|0|0.799|0.699|0.932
43,0.21824799339809983,0.1628559011489197,0.09740037966347104,0.09633987724713515,0.08287597507492399,a2c|CartPole-v1|112.63|354.1681|68767|0.0016294338429468|-4.491|0.908|15|0.008|0.932|1.181|0.935
44,0.1944322117235237,0.18316542181017442,0.10135765416363829,0.0850206861742864,0.06209500397355687,a2c|CartPole-v1|58.89|54.5509|43107|0.0013643771920811|-4.721|0.994|9|0.008|0.538|0.598|0.978
45,0.20588460727804647,0.08728932350119242,0.0771701017531017,0.08980543736778848,0.05899183128429211,a2c|CartPole-v1|66.58|404.9436|75848|0.0008731351698904|-4.573|0.971|5|0.01|0.838|1.418|0.919
46,0.16593887210903369,0.13381596635672174,0.1576985287145527,0.11478599850104429,0.06609106882387321,a2c|CartPole-v1|83.02|26.0616|62492|0.0013279150050454|-4.97|0.975|18|0.001|0.623|0.923|0.94
47,0.2860847128724485,0.2551925374380479,0.16982006833768032,0.19277194560593025,0.00568372219582675,a2c|CartPole-v1|411.61|18823.3869|23348|0.0097601779329213|-3.278|0.968|7|0.005|0.63|1.379|0.97
48,0.14774725186341695,0.18182401484434305,0.14949980943115787,0.10077976947119376,0.08481070338155963,a2c|CartPole-v1|66.59|158.5629|18085|0.0036498544999398|-4.93|0.941|17|0.007|0.673|0.698|0.961
