row_id,b0,b1,b2,b3,b4,raw_val
0,0.8264818359784791,0.7685436448896862,0.42068763622416894,0.3675094670631248,0.32500485637707616,1|1|0|0|0|1|4|0|4|64|0|0|8290.2
1,0.8921404153434187,0.7321487254905954,0.4983986264809384,0.548320537983489,0.44247931931223544,1|1|1|0|0|0|2|0|3|64|16|8|5976.6
2,0.772102952607551,0.4445463897441721,0.49524791272133,0.355340893205175,0.36990428545045495,1|0|1|1|1|0|3|0|2|128|128|20|6361.2
3,0.4206455096955481,0.3568526185840415,0.2555591031143616,0.30291905710929456,0.14270690722778437,1|1|1|1|1|1|3|0|2|8|10|32|12911.6
4,0.7020069240620673,0.7536954066109505,0.5227127632190641,0.36785624989943094,0.3334607072736747,1|1|1|0|0|0|1|0|3|10|128|0|7210.2
5,0.6715027483031409,0.6766253607468116,0.6068500911063109,0.4082414577224322,0.43885265500287024,1|1|1|1|1|1|2|0|2|32|0|16|6199.2
6,0.4641107810684267,0.6107962710706034,0.5765254591327188,0.4408017057655021,0.3139613501014401,1|0|1|0|0|0|1|0|1|8|64|20|8613.8
7,0.621453982265563,0.6575784738092508,0.624912796859397,0.402862076452075,0.3222907314607058,1|0|1|1|1|0|3|0|2|64|0|20|8971.2
8,0.6657337750151094,0.5504127513374855,0.4777977771398651,0.2592990043954744,0.3152826077101687,1|0|0|0|0|1|2|0|3|20|10|128|9557
9,0.7847952953627769,0.6989351003657349,0.4433986465415586,0.3408434397398663,0.29830910485169054,1|0|0|0|0|0|2|0|2|128|64|16|6980
10,0.6372361894403616,0.592335376514026,0.46822701974326525,0.3729859967778786,0.25439953851688957,1|1|1|0|0|0|2|0|2|20|16|10|7090.4
11,0.5206981193200971,0.3625517400854098,0.6882362724706637,0.938427549204584,0.5157181769035926,1|1|1|0|0|1|4|0|1|0|0|8|7820.2
12,0.6777058489532722,0.6825021686558681,0.5353631570087133,0.369634480727513,0.36138434555096544,1|0|1|0|0|0|4|0|2|64|10|10|7867.6
13,0.4050753666384273,0.39883842421260257,0.6110769365619254,0.9025036975519889,1.162758616514107,1|0|0|0|0|0|3|0|2|0|16|0|6325
14,0.5758570143547057,0.313367663589589,0.5006702080717176,0.6244663991793675,0.6455658150650571,1|1|1|0|0|1|3|0|4|10|0|10|7421.4
15,0.7221819123061036,0.7392137094324529,0.4446962746113225,0.4408897588537332,0.41290842357634194,1|0|1|0|0|0|4|0|4|128|10|0|7118.8
16,0.5773883045669334,0.5105885554130298,0.42794138048194313,0.4941366688704452,0.2595241894043741,1|1|1|1|1|0|2|0|3|16|16|64|7500
17,0.5818878849935061,0.4398563964804034,0.37992903059835886,0.32697662911927505,0.1788077853564608,1|1|1|0|0|0|4|0|3|8|16|16|9881.2
18,0.7568320247394786,0.901632340121282,0.4987232927348975,0.45624178561118306,0.3421964218588853,1|1|1|0|0|1|4|0|4|64|32|16|5413.2
19,0.7332139895155658,0.8161221133627504,0.6644859702950198,0.46182225000488075,0.4521729231776367,1|0|0|0|0|1|3|0|2|128|10|0|8381.2
20,0.5260424958204398,0.5723320898103439,0.4887608880638056,0.296242146639962,0.24357998480427154,1|0|0|0|0|0|1|0|4|20|16|128|8198.8
21,0.5090840043649177,0.48653143177810537,0.4211096027356244,0.40796614660850705,0.2853121682127369,1|0|1|1|1|0|1|0|1|20|8|32|9582.8
22,0.7722215960544574,0.8558799083588621,0.545757441036491,0.5071634152271681,0.3772173931819825,1|1|1|1|1|0|4|0|1|128|32|128|5570.4
23,0.41547511471728804,0.4076391701890573,0.4480476537354749,0.5318072313012352,0.6171067300367727,1|1|1|0|0|0|4|0|4|8|0|128|8734.2
24,0.8081519893924718,0.6085906891952757,0.4703961989479773,0.40143719986088927,0.3692743068849544,1|1|0|0|0|0|1|0|3|32|64|20|6278.6
25,0.4119515438421687,0.3737615535664091,0.3227688877064764,0.243188387013194,0.13927746442645278,1|1|1|1|1|0|4|0|1|8|8|32|14269
26,0.6107237678607864,0.5914164981799532,0.5660021967257061,0.35445029469646366,0.22714845745906354,1|0|0|0|0|0|1|0|3|10|32|32|8046.6
27,0.39314687756358585,0.40236887488399903,0.6743701112261039,1.0470614423511444,1.6197271305417522,1|1|1|0|0|0|1|0|2|0|16|16|5051
28,0.4676042092146944,0.7542745560840305,0.5088214748440594,0.4272791600161685,0.32865990974940323,1|1|1|1|1|0|1|0|2|8|32|0|8829.6
29,0.5429955988881545,0.6198887810436107,0.5054400725658047,0.42487887095954957,0.28905632837414663,1|0|1|1|1|0|1|0|3|8|32|64|8149.8
30,0.6834420950458812,0.6583370883537712,0.5084543404988433,0.42738127195516834,0.527664645853877,1|1|1|0|0|1|4|0|1|64|20|64|5676.6
31,0.5914265188649576,0.5893180301193107,0.4010316561771049,0.3300351906545467,0.29976368669213826,1|1|0|0|0|0|4|0|2|20|16|20|7351.4
32,0.6233560848738292,0.7311807345081746,0.4958395681128288,0.6824266784911808,0.8549921604949079,1|1|0|0|0|0|3|0|4|0|64|10|5550.2
33,0.6523021461699365,0.500047790562918,0.6806341040230949,0.2832751478797177,0.3446886415127023,1|0|1|1|1|0|2|0|2|32|20|32|7136.4
34,0.4569048536786652,0.32320138110046276,0.4069250524972159,0.39370108424498323,0.1662249949483575,1|0|1|0|0|1|2|0|4|8|10|0|13396.4
35,0.8016054080146786,0.4136364040715069,0.5376033368636615,0.27375068298123706,0.35118598163481085,1|0|1|0|0|0|4|0|3|32|20|32|7567.2
36,0.6834741903455692,0.5951660454340313,0.4409298494300246,0.32089569330449924,0.34104003883282397,1|0|0|0|0|0|4|0|4|64|10|128|8243.4
37,0.4823284205962241,0.4407161153171016,0.4681751024089734,0.3492806275536356,0.2415032184590856,1|0|0|0|0|1|2|0|2|10|16|16|10816.8
38,0.6842516929544502,0.6507321908820592,0.6647558098332941,0.4352839339972892,0.3620893913570261,1|0|1|0|0|1|3|0|1|16|32|0|9077.6
39,0.6428913682723485,0.7564424362029211,0.6660293710781457,0.49744097302901275,0.5443840248058252,1|1|1|0|0|0|1|0|2|64|16|32|5845.8
40,0.9479437412715119,0.6520952881298645,0.41215692077395005,0.36092965663177395,0.3625764774824776,1|0|0|0|0|1|2|0|3|128|20|0|6399.2
41,0.7617626921285977,0.7635010037669422,0.6825073722582732,0.3979823128271828,0.34965420287021115,1|0|1|1|1|1|3|0|4|128|16|64|5993.2
42,0.5787638857468843,0.442782415305897,0.4394484675678959,0.40833417084694745,0.2758688782744821,1|1|1|0|0|0|3|0|4|16|16|0|8048.6
43,0.9479437412715119,0.5578703333601535,0.3989434583121163,0.4110406865815337,0.2601906902476448,1|0|1|0|0|1|2|0|3|64|64|0|6136.2
44,0.7396716118169455,0.7998806919773169,0.3979835810198389,0.3724807753187624,0.42757210161892145,1|1|1|1|1|0|3|0|3|16|64|8|6034.6
45,0.6755842244967822,0.47495419748389156,0.47286677737752747,0.2930030976580606,0.34190380187403174,1|1|1|0|0|0|2|0|1|20|10|8|8470.4
46,0.4102893146894826,0.3339237966954134,0.6049776170146204,0.9026399948522781,0.5221184552157241,1|1|1|1|1|0|3|0|4|0|0|128|7822.8
47,0.7086626077990775,0.6273352868197328,0.4504377734047424,0.550669431405394,0.33486576511667016,1|1|1|0|0|0|2|0|1|32|32|128|5845.8
48,0.4753753707441536,0.35844158028776507,0.4414950770835523,0.26086730283237075,0.1687405629705709,1|1|1|0|0|0|3|0|4|8|8|16|13966.6
49,0.4369007748843008,0.41058648119448315,0.40638528786675054,0.3894784686533467,0.1868072314902895,1|1|1|1|1|0|4|0|2|16|10|16|9011.4
50,0.7330083245287418,0.5781654412074579,0.5280990333409753,0.33387750658148957,0.2665500783771236,1|1|0|0|0|1|3|0|3|10|20|64|8571
51,0.6226219922089012,0.5794925861084032,0.45475882927290956,0.3767628514328079,0.4236923631256563,1|0|1|1|1|0|1|0|1|64|10|16|6781.4
52,0.6989360174504016,0.7135760641148737,0.5002626349761627,0.37278863272543367,0.2767124387242012,1|1|1|0|0|0|4|0|4|32|10|10|7411.2
53,0.6785990253289129,0.6708710619435069,0.4171351735200243,0.3187004340269875,0.2964666720524233,1|1|0|0|0|0|1|0|3|32|8|32|8311.6
54,0.5245491887816766,0.4403913483448343,0.3715990887446649,0.40026037494462213,0.2251237666958128,1|0|1|1|1|1|3|0|3|16|8|16|9976.8
55,0.5545712498784972,0.6062289776846849,0.7729571556945865,1.0733208905971918,1.1587602958902465,1|0|0|0|0|1|4|0|2|0|20|0|6122.2
56,0.5816705933659904,0.8244073735458991,0.9378506013447782,1.0884740129834547,1.3169909504247834,1|1|1|1|1|1|4|0|4|0|32|32|4784.8
57,0.6401652193176313,0.6322441003115873,0.7839909757654805,1.0852925448107613,1.3752043296492458,1|0|1|0|0|0|2|0|3|0|20|10|5297.4
58,0.4114897518550901,0.45643844717409915,0.6442824633583001,0.8709302825619857,1.0663974400051592,1|0|0|0|0|1|4|0|1|0|8|20|6333
59,0.5447225099014554,0.5763528140211095,0.7608786831174807,0.8206893539722553,0.9476380265100963,1|0|0|0|0|0|3|0|1|0|20|20|6390
60,0.8472457456192939,0.983387078442251,0.531071277776589,0.48429942258076275,0.31418738291431236,1|1|1|1|1|1|3|0|1|128|32|64|5558.4
61,0.697601636079707,0.3780383920906706,0.3979629565153136,0.38490564904350777,0.30462846609450234,1|0|1|1|1|0|2|0|1|32|128|128|7465
62,0.7436977154139893,0.49920856946578823,0.42305260918286364,0.43419642432583505,0.2869961420212803,1|0|1|1|1|1|2|0|1|32|64|0|7225.8
63,0.6324494776458649,0.6077977238174621,0.6520700674480511,0.3857399496569192,0.2808415824642056,1|0|1|1|1|1|3|0|1|16|20|20|8595.2
64,0.31525743252291455,0.3684619651443118,0.6179738068472851,0.9771639908206328,1.305009670390503,1|0|1|0|0|0|1|0|4|0|8|20|5240.8
65,0.6778914053159271,0.7427865876037437,0.665927735730841,0.4411319357339076,0.3891160251013583,1|1|1|1|1|0|2|0|4|32|16|0|6825.2
66,0.5632832052103256,0.5393139959753925,0.48483054856240354,0.3242847753189179,0.2947854088385754,1|0|1|1|1|1|4|0|2|20|10|64|10516.2
67,0.5535145755425337,0.7201177784700084,0.5226417497419482,0.48868736610642705,0.29876297717569633,1|0|1|0|0|1|2|0|2|8|64|16|8250.4
68,0.45727553772652624,0.37035675742379415,0.33663432602066,0.1694387539822513,0.19165191973874743,1|1|0|0|0|1|3|0|2|8|8|10|14948.8
69,0.45037758854574206,0.4213434613025966,0.3726072521934165,0.24629428106481824,0.17371881248599635,1|0|0|0|0|0|2|0|1|16|10|16|11413.8
70,0.5908232139712648,0.6731874551987247,0.7124829386547276,0.7125287783020775,0.5603051714315058,1|0|0|0|0|1|3|0|2|0|128|8|7709.2
71,0.8691042583494692,1.168113886153037,0.5096986955117434,0.4699847101194352,0.22867430048717505,1|1|1|1|1|1|3|0|2|128|32|10|5242
72,0.40837331646833586,0.2801226435916717,0.33778654800443536,0.32191661165300617,0.16980624572660213,1|0|1|1|1|0|2|0|1|10|8|64|14766.6
73,0.6038364394504369,0.8029929124745736,0.62428349498076,0.8898196602411499,1.245555147271762,1|1|1|1|1|1|3|0|2|0|64|20|5258.8
74,0.7253085559233445,0.7701682557337668,0.34934764865749496,0.4656924275454369,0.3313726238751672,1|1|1|0|0|1|3|0|1|16|64|8|5998.8
75,0.4942196224201524,0.4977690754894572,0.4145509447915862,0.4062865766747992,0.26856067236163816,1|1|1|1|1|0|3|0|2|16|16|10|7477.2
76,0.8862455513318277,0.5042488571866948,0.4559300657943004,0.40975645595302845,0.32627282437532124,1|0|1|0|0|1|3|0|2|128|64|0|6080.4
77,0.9107893475435078,0.5983816887842258,0.4683879251997909,0.4477936110481831,0.5120439968365406,1|1|1|0|0|1|4|0|3|64|20|16|5599.8
78,0.8136459394635337,0.6738126487902288,0.40254805380832553,0.388443763256261,0.32459120329050617,1|1|1|0|0|0|3|0|4|64|32|32|5465
79,0.6775108589299725,0.7856357378216672,0.5919279546944773,0.6918048359665674,0.9842380702449064,1|1|0|0|0|0|2|0|3|0|64|16|5418.8
80,0.6171714376797398,0.522058735107939,0.42588484688993483,0.5251592138919156,0.4696397546724744,1|1|1|0|0|0|2|0|1|20|0|32|6427.8
