row_id,b0,b1,b2,b3,b4,raw_val
0,1.6706759963702904,2.2729859682442997,0.5893932395165946,0.7828595011783527,0.38111797842236156,1|1|1|0|0|0|0|0|1|0|1|0|1|1|0|0|246.487
1,0.22618588177307036,0.13938865696878028,0.22225710049410383,0.19278793277547857,0.06514915168158629,1|0|0|1|0|1|1|1|1|1|0|0|1|0|0|1|580.373
2,0.510682976122856,0.2943669079657965,0.2017611450762816,0.12599009234445196,0.04699765952029007,1|1|1|1|1|0|0|1|1|1|0|0|1|0|1|0|485.35
3,0.5242049880805201,0.3663283438594538,0.24355351450705662,0.14921027276676269,0.07081475401453445,1|0|0|0|0|1|1|0|1|1|0|0|1|0|1|0|433.223
4,1.6706759963702904,0.8038808399096035,0.4891253072515721,0.7314187188513439,0.5936090756231309,1|1|1|0|0|0|1|0|1|1|0|0|1|1|0|0|244.433
5,1.7551120968149614,0.6888162546839263,0.13679783591028521,0.075805537839646,0.02405072389114885,1|0|0|0|1|1|1|1|1|0|1|0|1|1|0|0|310.753
6,0.509162041399963,0.20794381297444428,0.2525910369968875,0.1595517756523136,0.06000472782419393,1|1|0|1|0|0|0|1|1|0|0|1|1|0|1|0|427.797
7,0.19758464928292097,0.14109043945249772,0.21548723289439226,0.10630745834121984,0.03104889127620767,1|1|0|0|1|0|1|0|1|1|0|0|1|0|0|1|615.337
8,0.5468138288450725,0.2925773976295418,0.265654428599328,0.13550510413216899,0.035903634979404,1|1|0|1|1|1|1|1|1|1|0|0|1|0|1|0|462.473
9,0.17520547844466963,0.11912833871562145,0.18906728899149175,0.08563507883025061,0.04694379977752837,1|0|1|0|1|1|1|1|1|1|0|0|1|0|0|1|666.25
10,1.682617442680654,2.1946410445689466,0.6037729573623246,0.7147766437897294,0.42037299876059125,1|1|1|1|0|0|0|1|1|0|0|1|1|1|0|0|247.517
11,1.7681880576899474,1.1241132740695712,0.14913220959815643,0.052254625033777174,0.022336970667945915,1|1|0|0|1|1|0|1|1|0|0|1|1|1|0|0|291.53
