row_id,b0,b1,b2,b3,b4,raw_val
0,0.4631933629604257,0.44137899901726313,0.2361227690590314,0.13889934872918305,0.1027199024582378,0|1|0|0|1|1|0|0|0|1|1|5|6|7924.8|336.6|30.6575
1,0.24782704494298402,0.1039528717500167,0.08591647752136716,0.0361882528223023,0.01516469812017608,0|1|1|0|0|0|0|0|1|1|0|15|0|60724.2|2163.8|26.590803
2,0.2141621860172309,0.1590116703441165,0.1393220379717376,0.12896224187967703,0.10539249712142108,0|1|0|1|0|1|0|0|0|4|1|5|3|13762.8|750.6|76.555385
3,0.19346933548847153,0.1120051008259868,0.148066876065171,0.04548974289282766,0.04432566068868638,1|1|1|0|0|0|1|0|1|3|0|15|0|28951|1339.4|55.72298
4,0.5113723996639158,0.2616736497444766,0.1419365868812103,0.11792272470973589,0.11093579091011785,1|1|0|0|1|0|1|0|1|3|2|0|0|5878.6|283.8|46.536667
5,0.20245841657881755,0.13826866133771148,0.1348669604527236,0.12216630503483551,0.08676869215436915,0|1|0|1|0|0|0|0|1|4|1|15|0|16246.6|934.8|79.136985
6,0.214611842303749,0.1655512542703809,0.07936323499196747,0.07362863649547029,0.060080000711567216,0|1|0|1|0|0|0|0|0|2|2|0|6|25636.8|1149.2|48.123077
7,0.19081904920820741,0.12400957169249177,0.10668270765847469,0.05848168277531066,0.04742237389076191,1|1|1|0|0|1|1|0|1|3|1|0|3|29674.8|1399.6|56.331333
8,0.24787639501554312,0.12543738873673435,0.09384448624943834,0.02275707515686125,0.01230584985915345,1|1|1|0|0|1|1|0|1|1|2|5|6|59794.4|2137.6|26.442865
9,0.5446152886281364,0.23553764322948675,0.15167843687214735,0.10950266255002375,0.12427152869850605,1|1|0|0|1|0|1|0|0|4|1|5|6|5768.6|260.2|44.866
10,0.5380387579102144,0.23553764322948675,0.15838358620216608,0.10427310688371791,0.10850687336365568,1|1|0|0|1|0|1|0|1|4|1|5|6|5626.2|256.4|43.980667
11,0.19346933548847153,0.10974501515673658,0.148066876065171,0.04664261145848636,0.044326185246937475,1|1|1|0|0|0|1|0|1|3|0|15|3|28976.8|1378|56.035862
12,0.4735292900145424,0.23822681546216415,0.14869158519417433,0.09241017984227187,0.10943579628345552,0|1|0|0|1|1|0|0|1|3|1|0|6|5963.8|258|42.976191
13,0.21659795577926946,0.15875278276115545,0.07640808159406672,0.08494450870339341,0.04809618216655179,1|1|0|1|0|0|1|0|0|3|0|15|3|24359.2|1124|52.113667
14,0.18780595701247665,0.13221982181687356,0.12140522586224832,0.08594886653807075,0.08406377317265616,0|1|1|0|0|1|0|0|1|3|0|0|3|22178|1155.2|66.235573
15,0.4768451549602613,0.26405218933758945,0.14732481713956908,0.11686129262487814,0.1192130691859614,1|1|0|0|1|1|0|1|1|4|2|0|0|5452.2|247.2|47.628
16,0.19081904920820741,0.12604787137806087,0.10668270765847469,0.06122571032431,0.04746278370067155,1|1|1|0|0|1|1|0|1|3|0|5|0|29626.4|1415.6|56.183356
17,0.5113723996639158,0.2655616746712683,0.17131881503994378,0.12159262497816345,0.1043991419200259,1|1|0|0|1|0|1|0|1|3|1|15|0|5768.6|260.8|46.206667
18,0.4913691949478522,0.43867430673771096,0.22767488412915401,0.1398535463954125,0.11776653442892379,0|1|0|0|1|0|0|0|1|1|0|5|6|8104|328|31.578056
19,0.19346933548847153,0.11213221188568179,0.1256288447245559,0.07617607545149745,0.04360526624049507,1|1|1|0|0|0|1|0|1|3|0|0|6|28964.2|1362.6|55.951724
20,0.48359090604731847,0.26411724339444237,0.14932931908261024,0.1266899527662699,0.12803394492712092,1|1|0|0|1|1|0|1|0|3|2|0|0|5787|252.2|43.340952
21,0.19346933548847153,0.1120051008259868,0.1256288447245559,0.04548974289282766,0.04256103377243646,1|1|1|0|0|0|1|0|1|3|1|5|0|28520.2|1355|54.643251
22,0.5113723996639158,0.2529846093175077,0.13602662960747258,0.09807761682560216,0.08945917583282158,1|1|0|0|1|0|1|0|1|4|2|5|3|5575.6|235|42.858
23,0.46443993071076567,0.4648000994110191,0.23001956799049153,0.10559025762466591,0.10328723872763575,0|1|0|0|1|0|0|0|1|1|1|5|3|8410.4|356.8|30.613889
24,0.20245841657881755,0.15302934109212266,0.1348669604527236,0.12216630503483551,0.08676869215436915,0|1|0|1|0|0|0|0|1|4|2|15|3|16228.2|927.2|79.038162
25,0.214611842303749,0.15736905120411307,0.12950010831446584,0.13267793483648951,0.07602858231395322,0|1|0|1|0|0|0|0|0|4|2|0|6|16336|935.2|78.977868
26,0.2081898104514113,0.15752364390583784,0.13314790889674244,0.03675239306390204,0.02080365500975745,1|1|1|0|0|0|1|0|0|2|2|5|3|35877|1490.6|44.129444
27,0.20442764897313237,0.15399418816794067,0.10703834274144902,0.015800768484820652,0.010091777454591415,1|1|0|1|0|0|1|0|1|1|1|5|0|46698.6|1621.8|26.417299
28,0.18780595701247665,0.14409774706238526,0.11756756854802049,0.07738510956883585,0.05004098574383191,0|1|1|0|0|1|0|0|1|2|2|0|3|29346.6|1354|48.357954
29,0.2081898104514113,0.12364461977683282,0.10432515112190704,0.07870646698879671,0.06541521425399935,1|1|1|0|0|0|1|0|0|4|0|0|0|25656.8|1380.6|66.295385
30,0.21629411472073248,0.16616538631931904,0.12373171972025288,0.09013684137970471,0.08048840373280497,1|1|0|1|0|1|1|0|0|4|1|15|3|21966.6|1122|60.189827
31,0.5180074945187584,0.26338819794679763,0.18490199041910682,0.11795435894037148,0.10428836642709084,1|1|0|0|1|0|1|0|0|2|1|5|0|6557.6|273.2|37.948095
32,0.2081898104514113,0.14802261321693558,0.13430911428549477,0.04402641055235696,0.04137449537033323,1|1|1|0|0|0|1|0|0|3|1|5|0|29038|1359.8|55.772414
33,0.20450804937101608,0.15710801085155693,0.08286043493022145,0.03703471932882295,0.046859783550816846,1|1|0|1|0|1|1|0|1|2|0|15|0|30034.6|1261.6|42.536667
34,0.48359090604731847,0.23086249282992552,0.14262481991164747,0.10822804894334097,0.13014011653022683,1|1|0|0|1|1|1|0|0|4|2|0|0|5371|266.2|46.704
35,0.2141621860172309,0.18202503024163302,0.08093666683591576,0.07199167871662897,0.04985567146040424,0|1|0|1|0|1|0|0|0|2|2|0|0|22201.4|1032.2|47.798379
36,0.19061107393877588,0.12142205306817702,0.13886768161237076,0.07204484906566724,0.04589995071961903,0|1|1|0|0|0|0|0|1|2|1|0|0|33595.2|1484.2|48.765009
37,0.2026812063181245,0.14506146551983318,0.07884303380608497,0.1068576243156033,0.06000742513114679,0|1|1|0|0|1|0|0|0|4|1|0|6|18125.4|1065.2|81.714445
38,0.21629411472073248,0.18073555476516157,0.10703834274144902,0.041102356604535,0.011721649876734639,1|1|0|1|0|1|1|0|0|1|0|15|0|48611.8|1696.8|26.598894
39,0.48359090604731847,0.2903002349257467,0.17229590300348627,0.14154599402051407,0.13618419945067842,1|1|0|0|1|1|1|0|0|2|2|0|3|6290.6|286.6|41.065238
40,0.24782704494298402,0.10612921576208019,0.08591647752136716,0.03588831497986313,0.01516469812017608,0|1|1|0|0|0|0|0|1|1|0|15|3|60005|2109.6|26.070961
41,0.2055480597899574,0.1588367782457713,0.11601810138112699,0.058475442848530464,0.045403761142182364,1|1|1|0|0|1|1|0|0|3|1|5|0|29637|1390|56.221586
42,0.4735292900145424,0.24394131873594624,0.1371983075817415,0.09757266709060256,0.11154261703103802,0|1|0|0|1|1|0|0|1|3|2|15|6|5424|245|43.97
