row_id,b0,b1,b2,b3,b4,raw_val
0,0.5923151078861227,0.26206893639483764,0.27828342834726977,0.029881371728750113,0.01726847784914712,1|1|0|1|1|0|1|0|1|0|1|0|1|1|1|0|0|15.6998|512|13.907318
1,0.6512709163017304,0.2691464170051935,0.31147570599722946,0.02844372188922959,0.02108044066505037,1|1|0|1|1|0|1|0|1|0|1|1|0|1|1|1|0|14.851|517.8|14.057569
2,0.4830168020786623,0.26206893639483764,0.19290803789277447,0.028065888044712665,0.012440385162528466,0|1|0|1|1|1|0|0|1|0|1|1|0|0|0|0|0|15.286|517.4|14.117165
3,1.153396192154082,0.42926956144411843,0.11451246766315214,0.07665761687667898,0.0348022303363822,1|0|0|0|1|1|0|0|1|0|1|0|0|1|1|1|1|7.1042|263.8|4.029142
4,1.1563658272112098,0.41523755543156166,0.08549068119959702,0.041763728993299616,0.01568675057417496,0|0|0|0|1|0|0|1|1|0|1|0|0|0|0|1|1|7.4012|263.8|3.990099
5,1.0265827348435883,0.4858005238810757,0.06381263583594891,0.08009404994899334,0.04842316917701958,1|0|0|0|1|1|0|0|1|0|1|0|0|0|0|0|0|7.3478|261.8|3.846988
6,0.7518592011271562,0.4537561751764511,0.06955302373751036,0.06502217199063591,0.08744569523525011,0|1|1|0|1|0|1|0|1|0|1|1|0|0|0|0|1|7.3658|264.8|4.19886
7,0.5433628992350611,0.26206893639483764,0.25926707744176664,0.056202624239610775,0.029015631270923,0|1|0|1|1|0|0|1|1|0|1|1|0|1|0|0|1|15.479|484|13.315571
8,1.0696585097483937,0.47168574917782036,0.07980400617677097,0.07219572014437566,0.0432726333605506,1|0|0|0|1|0|1|0|1|0|1|0|0|0|0|0|1|7.0646|263.6|3.974553
9,0.8281878305268318,0.464491233087042,0.06255305633660639,0.056892167255726295,0.03705708603185658,1|1|1|0|1|0|1|0|1|0|1|0|0|0|0|0|1|7.48|263.6|4.190739
10,0.5659839823831744,0.26206893639483764,0.2444431790463609,0.025349230184048662,0.016439901143724886,0|1|0|1|1|0|1|0|1|0|1|0|1|1|0|0|1|15.2582|510.2|13.957292
11,0.6248625850485485,0.2691464170051935,0.2809063608536863,0.023890141200929856,0.01890588589702618,0|1|0|1|1|0|1|0|1|0|1|0|0|1|0|1|1|15.342|511.2|13.976075
12,0.8050424337400799,0.4540032431664885,0.08200489251757875,0.08099587790510204,0.07521062371167406,0|1|1|0|1|1|0|0|1|0|1|1|0|1|1|0|1|8.0322|265|4.248794
13,0.9650110600390776,0.8470706745554583,0.45120691582979944,0.3599296929276662,0.04845719453731849,1|1|1|0|1|0|1|0|1|1|0|0|0|0|0|0|1|6.7792|251.4|2.299461
14,0.516933284750777,0.2691464170051935,0.23610704691046888,0.026745757064086467,0.02051957884834895,0|1|0|1|1|0|1|0|1|0|1|1|0|0|0|1|0|15.0508|518.2|14.016177
15,0.524799058617756,0.26206893639483764,0.1933208224995757,0.025120364743135563,0.01278965174989527,0|1|0|1|1|1|0|0|1|0|1|0|0|0|0|0|1|14.5652|510.8|13.962526
16,0.6197974217312913,0.26206893639483764,0.27809356346479414,0.029832064356216912,0.01589874744787021,1|1|0|1|1|1|0|0|1|0|1|1|0|1|1|0|0|15.381|517.2|14.114884
17,0.8979338053649765,0.42756814681994104,0.08786897285127215,0.050004366689522094,0.022378142491910405,1|1|1|0|1|0|0|1|1|0|1|0|0|1|1|1|0|7.1494|262.4|4.103145
18,1.1180196152933009,0.8977205988072166,0.5173526124343413,0.4769991418932801,0.026327121925082735,1|1|1|0|1|0|0|1|1|1|0|0|0|1|1|0|1|7.4236|251.6|2.232714
19,0.9422978311377195,0.4922715646441475,0.11820458183343092,0.1503614820103946,0.04169530235379112,0|0|0|0|1|0|0|1|1|0|1|0|1|1|1|0|0|7.3808|262|3.918079
