row_id,b0,b1,b2,b3,b4,raw_val
0,0.15606013850904518,0.1035825853707686,0.14741342912508465,0.08578235613239009,0.13618648329317748,77610|0|1|70|1245|33|332|21|33|16|2|4|7|4|7|0|0|0|0|0|0|3|11|0|68|2767|0|1|0|0|0|0|0|0|0|1|1664|1648|0
1,0.10905194457124189,0.16297243031526518,0.08599505495068224,0.0431760416703329,0.04282463396448705,34554|0|1|43|41|1|6|2|0|5|2|2|0|3|6|0|0|0|0|0|0|3|11|0|61|2250|0|0|1|0|0|0|0|0|0|1|50|45|0
2,0.15214458911297934,0.15863883692785588,0.13590057829520608,0.11996230591772328,0.1116314922509929,62335|0|1|87|243|131|217|85|6|26|2|3|3|13|2|0|0|0|0|0|0|3|11|0|68|2561|1|0|0|0|0|0|0|1|0|0|682|656|0
3,0.15978284401088025,0.1822648128180542,0.14275976462017598,0.10866485276969824,0.15244735259749398,49667|0|0|35|1181|26|120|17|13|39|2|5|10|5|8|1|0|0|0|0|0|3|11|1|65|2837|0|0|1|0|0|0|0|0|0|1|1357|1318|1
4,0.14111435041222498,0.13320209903343846,0.11139611686817433,0.05906306891199685,0.056219980303714695,28769|1|0|76|41|5|129|10|3|3|3|4|1|4|9|0|0|0|0|0|0|3|11|0|43|2717|0|0|1|0|0|0|0|1|0|0|188|185|0
5,0.15172619059298928,0.1482772204131268,0.06730087747062684,0.09724210180210086,0.07177837771644344,76800|0|0|33|173|26|255|35|71|81|1|4|4|7|1|0|0|0|0|0|0|3|11|0|55|2272|0|1|0|0|0|1|0|0|0|0|560|479|0
6,0.14440376776331101,0.18344603126566175,0.1571725592843396,0.1732760713804156,0.13942278605025502,57333|0|1|55|941|14|397|76|58|176|11|8|5|9|6|0|0|0|0|0|0|3|11|1|66|2804|1|0|0|0|0|0|0|0|0|1|1486|1310|0
7,0.1386037191328124,0.14729466450794107,0.13475094132184315,0.10505984259802746,0.07032958480086524,69627|0|1|35|231|161|215|171|30|53|2|8|2|11|5|0|0|0|0|0|0|3|11|0|58|2628|0|0|1|0|0|0|0|1|0|0|808|755|0
8,0.14258639678428797,0.13712250079144986,0.1136192378385697,0.0963043300393172,0.09543608279591335,57744|0|1|91|350|3|39|0|0|19|2|9|1|4|8|0|0|0|0|0|0|3|11|0|66|2388|0|1|0|0|0|0|0|0|0|1|392|373|0
9,0.10437208544160616,0.16123713444247983,0.07546269543775372,0.03100580251417204,0.02997685572535717,40737|2|1|24|11|0|4|0|0|2|1|1|0|2|8|0|0|0|0|0|0|3|11|0|63|2362|0|0|1|0|0|0|0|0|0|1|15|13|0
