row_id,b0,b1,b2,b3,b4,raw_val
0,2.555113985861976,0.0,0.0,4.4721359549995805,0.0,0.0|1.0|1.0|40|absolute_error|14|1.0|15
1,0.2646702470572781,0.001813759027873494,0.029793322039803644,0.022890003103950268,0.06353121221109694,0.9554882934211698|0.9714285714285714|0.0|50|squared_error|5|2.0|15
2,2.4423220155411847,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|100|absolute_error|4|9.5|14
3,0.23538048119912264,0.0015489150481055832,0.030695979754171192,0.029321039681201814,0.05718891089339615,0.9446274370159352|0.9714285714285714|0.0|60|squared_error|10|0.75|13
4,0.23538048119912264,0.0017297695497238,0.029758028248238592,0.029555023257304525,0.0629181388651289,0.9571797382711652|0.9714285714285714|0.0|70|squared_error|8|2.25|10
5,0.23538240450227926,0.0023075637102686697,0.02985314689032043,0.022835782881243463,0.06353664809576023,0.9505920056974984|0.9714285714285714|0.0|60|squared_error|2|3.25|18
6,0.11501782591741849,0.00196531880405029,0.02986004155174053,0.030421138442084515,0.06385769140049623,0.9496127481527642|0.9714285714285714|0.0|20|poisson|7|3.0|1
7,0.2969342421124284,0.0018964764725917036,0.029880117225793725,0.029681710096786926,0.06322465581962915,0.9496127481527642|0.9714285714285714|0.0|70|squared_error|17|6.5|7
8,0.11501782591741849,0.0023127508216356104,0.022341208044244793,0.022698443782766132,0.048706919771258024,0.931808065521232|0.9714285714285714|0.0|10|poisson|3|0.0|5
9,2.442319856010851,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|90|absolute_error|4|7.5|9
10,2.4423220155411847,0.0,4.47213595499958,0.0,4.472135954999579,0.0|1.0|1.0|180|absolute_error|13|9.25|7
11,0.17197047288379336,0.0020561965275225605,0.029888527999204703,0.030034792178526414,0.06252452805166923,0.9608296982106296|0.9714285714285714|0.0|90|poisson|18|7.0|3
12,0.23538022062026975,0.001713890463158277,0.029922874035572745,0.029645340846227282,0.06323907907550491,0.9554882934211698|0.9714285714285714|0.0|60|squared_error|10|9.0|4
13,0.23537991995866264,0.0018393606293879052,0.029818035082690077,0.029478609941532025,0.06358454894727404,0.9499688418053948|0.9714285714285714|0.0|150|squared_error|7|8.0|5
14,0.19313198180865226,0.0018332867548855564,0.029785034883749086,0.030371386004667284,0.0641729304713559,0.9357250957001692|0.9714285714285714|0.0|30|poisson|15|9.75|12
15,0.0016559773809245993,0.002446862552560791,0.02997948247823525,0.022773925121607832,0.06314508117851259,0.949167631086976|0.9714285714285714|0.0|150|poisson|3|5.0|16
16,0.2969342421124284,0.001981048009655815,0.029823463772767598,0.03048313223722035,0.06398747525535513,0.9674174307842964|0.9714285714285714|0.0|60|squared_error|20|7.5|5
17,0.17192881327114143,0.0021713519851692255,0.030663426889148485,0.02997816679485439,0.06378813647795288,0.9540639188106472|0.9714285714285714|0.0|160|poisson|20|1.0|11
18,2.554836573694093,0.0,0.0,0.0,0.0,0.0|1.0|1.0|40|absolute_error|7|4.5|16
19,2.6712258423822473,0.0,0.0,0.0,0.0,0.0|1.0|1.0|100|absolute_error|19|1.75|16
20,0.26466531938244653,0.0024592042422508123,0.0298269274675622,0.02264041114825381,0.060533353796285924,0.9614528621027332|0.9714285714285714|0.0|10|squared_error|1|2.0|18
21,0.23537963449604782,0.001931628893979809,0.029839079964132716,0.029423161680624654,0.06329648973857066,0.957268761684323|0.9714285714285714|0.0|200|squared_error|10|4.5|10
22,2.442319856010851,0.0,0.0,0.0,0.0,0.0|1.0|1.0|80|absolute_error|4|5.5|3
23,0.26468669645194015,0.00166601073237884,0.029783567206942464,0.031024410956403167,0.06312987341388376,0.931808065521232|0.9714285714285714|0.0|10|squared_error|8|7.5|2
24,0.23538082914310396,0.0017759086373119466,0.030579068326125555,0.029452999067587398,0.06329762997740465,0.9552212231816968|0.9714285714285714|0.0|190|squared_error|7|1.25|8
25,0.11501782591741849,0.00196531880405029,0.02976770289341534,0.031018439814233256,0.06338925314072043,0.9258434968396688|0.9714285714285714|0.0|10|poisson|8|2.0|5
26,2.6663680093348363,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|140|absolute_error|15|9.5|7
27,0.0015507381317030606,0.002022874986572808,0.030638440971101258,0.030182498393950003,0.06372977196355042,0.9471200925843496|0.9714285714285714|0.0|190|poisson|13|1.25|6
28,0.17193798033634788,0.0020162564199359217,0.02242769019551275,0.02925806272591013,0.05152149356908486,0.9529956378527552|0.9714285714285714|0.0|70|poisson|17|0.0|6
29,2.442319856010851,0.0,4.47213595499958,0.0,0.0,0.0|1.0|1.0|160|absolute_error|12|2.75|3
30,2.554836573694093,0.0,4.47213595499958,0.0,0.0,0.0|1.0|1.0|10|absolute_error|5|6.25|17
31,0.23538082914310396,0.0017092491885225946,0.030687646089666436,0.029608389867240938,0.06344017321811947,0.952283450547494|0.9714285714285714|0.0|110|squared_error|10|1.75|4
32,0.0016929935270645667,0.001955962637856591,0.02894666102319242,0.030351937058740765,0.06282433584623626,0.947031069171192|0.9714285714285714|0.0|140|poisson|13|8.5|17
33,0.23537991995866264,0.0016245670298424136,0.02998384604470618,0.029634613902182222,0.0631426575717999,0.9458737648001424|0.9714285714285714|0.0|80|squared_error|11|7.0|5
34,0.23538167755553385,0.0019362071298966216,0.02991185983743962,0.029442231669143153,0.06344773324102425,0.9432920858185704|0.9714285714285714|0.0|170|squared_error|10|4.25|18
35,2.4423250231840057,0.0,4.47213595499958,4.4721359549995805,0.0,0.0|1.0|1.0|190|absolute_error|9|0.5|16
36,0.001388229874106185,0.001838837935368309,0.02991144978302195,0.02276587304637673,0.06318961769052588,0.9465859521054036|0.9714285714285714|0.0|160|poisson|5|7.0|7
37,2.546425989110551,0.0,4.47213595499958,4.4721359549995805,2.5354495619428628,0.0|1.0|1.0|50|absolute_error|20|0.0|17
38,2.546425989110551,0.0,0.0,0.0,0.0,0.0|1.0|1.0|50|absolute_error|17|8.0|13
39,0.11501782591741849,0.0024231867302969556,0.02988154454789589,0.022797328652160116,0.06063074279984919,0.96536989228167|0.9714285714285714|0.0|30|poisson|2|2.75|6
40,2.442319856010851,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|140|absolute_error|14|5.0|8
41,2.4423220155411847,0.0,4.47213595499958,0.0,4.472135954999579,0.0|1.0|1.0|180|absolute_error|9|8.75|9
42,2.4423220155411847,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|110|absolute_error|10|8.75|8
43,0.11501043472335844,0.0017600909571817906,0.028890922233657863,0.03042482098171137,0.06282230818120464,0.9472091159975076|0.9714285714285714|0.0|50|poisson|13|1.5|15
44,0.23537963449604782,0.0016089361704545947,0.02989374311196074,0.022862096488332116,0.0635798457614305,0.953084661265913|0.9714285714285714|0.0|120|squared_error|5|8.25|12
45,0.2646740514294866,0.001744940504884377,0.030563570844241723,0.02276401133034379,0.06037464172181036,0.9674174307842964|0.9714285714285714|0.0|10|squared_error|5|1.75|4
46,0.23538167755553385,0.0017849256377829867,0.028957560873538245,0.029558160434436712,0.06356731668044167,0.9426689219264668|0.9714285714285714|0.0|120|squared_error|14|8.0|16
47,0.1150348686270912,0.0018907930653897106,0.029932158904835558,0.03054256166580852,0.06307144966223092,0.941244547315944|0.9714285714285714|0.0|50|poisson|14|6.75|11
48,2.554987504541918,0.0,0.0,0.0,0.0,0.0|1.0|1.0|50|absolute_error|7|9.5|16
49,2.442319856010851,0.0,0.0,0.0,0.0,0.0|1.0|1.0|60|absolute_error|12|4.5|11
50,0.001388229874106185,0.0019274036919053976,0.029976317724895944,0.03045494877204269,0.06307210581953465,0.952283450547494|0.9714285714285714|0.0|110|poisson|13|5.75|3
51,0.11501782591741849,0.0020113304431941367,0.02982518229996422,0.03098945191698333,0.06336146909296356,0.9732929760527018|0.9714285714285714|0.0|10|poisson|11|2.25|5
52,0.1719613989275805,0.002151821078176371,0.029844759558837395,0.03029203697967082,0.06326394387889947,0.9425798985133088|0.9714285714285714|0.0|160|poisson|20|10.0|15
53,2.6712258423822473,0.0,0.0,0.0,4.472135954999579,0.0|1.0|1.0|130|absolute_error|16|3.75|9
54,2.442319856010851,0.0,4.47213595499958,0.0,0.0,0.0|1.0|1.0|200|absolute_error|14|2.0|4
