row_id,b0,b1,b2,b3,b4,raw_val
0,0.2871483037126298,0.20444251818974055,0.1682289776563197,0.01824209877627716,0.01824209877627716,1000000.0|3|1|51244|80453
1,0.3743131992538927,0.29646300638159373,0.26085288646384747,0.004202669937228812,0.004202669937228812,100|2|12|33320|34.184
2,0.2871483037126298,0.3725636681254993,0.2815943960500458,0.020668832135321075,0.020668832135321075,10000|2|6|33463|3441.6
3,0.3699738799497453,0.41274689089430444,0.07742667946626368,0.0006940117314222092,0.0006940117314222092,1000|3|12|25959|435.89
4,0.3699738799497453,0.3893300350818556,0.07958021486400917,0.0006940117314222092,0.0006940117314222092,10000|3|12|20768|1526.2
5,0.3632460291695522,0.4092604361918157,0.11525958397366812,0.0017543360318333552,0.0017543360318333552,1000000.0|6|12|28919|741.02
6,0.33748322415013354,0.07910381053670341,0.0030619987281187873,3.6043208865540915e-13,3.6043208865540915e-13,1|2|18|4606.4|2.2191
7,0.21095834646624573,0.19355734678437075,0.09152125767606333,0.0038252623730557498,0.0038252623730557498,10|3|3|16797|6.415
8,0.27071311089525335,0.2703479919733822,0.16155782341038935,0.04663586766856299,0.04663586766856299,10000|1|1|9549.7|10420
9,0.289619246492794,0.2443523796828843,0.22117271804656818,5.0053603811886755e-06,5.0053603811886755e-06,100000.0|6|3|21885|1960.1
10,0.289619246492794,0.29920544473956207,0.20016604001298025,0.0019000676347424707,0.0019000676347424707,1000|6|1|9328.2|1175
11,0.32063749663981006,0.4072925562633858,0.14432105660109198,0.0017543360318333552,0.0017543360318333552,1000|6|15|27234|277.65
12,0.3379219196876693,0.23633978262401253,0.0983253137158994,4.038861286755048e-09,4.038861286755048e-09,10|6|12|20995|4.3988
13,0.28826502476479293,0.26728563897963986,0.08142456039369422,0.0038252623730557498,0.0038252623730557498,100|3|6|21693|52.732
14,0.33718513811680334,0.47286754246342866,0.07216100796103563,0.019149221937531196,0.019149221937531196,1000000.0|1|18|58326|86354
15,0.3242955528315249,0.26897520436977074,0.08361127399929727,4.3539312561273394e-07,4.3539312561273394e-07,10|1|12|15001|6.9301
16,0.2871483037126298,0.34256111133892825,0.1208091707917795,0.0007413771233403077,0.0007413771233403077,1000000.0|3|6|18902|1623.2
17,0.33718513811680334,0.462085254757906,0.08361822969535995,0.0006940117314222092,0.0006940117314222092,1000|3|18|23344|433.98
18,0.13572685488112068,0.0765196607219081,0.005193953584981653,0.0003304120771303884,0.0003304120771303884,1|3|1|5384.6|1.9707
19,0.289619246492794,0.2442305847614166,0.2019549532806847,0.04663586766856299,0.04663586766856299,10000|6|1|11814|8104.6
20,0.27254485049430055,0.24235994154438859,0.16357613720396688,4.3539312561273394e-07,4.3539312561273394e-07,100|1|3|21959|53.857
21,0.289619246492794,0.3463725718855037,0.11651776831959741,5.0053603811886755e-06,5.0053603811886755e-06,1000000.0|6|9|28562|638.08
22,0.289619246492794,0.3495704145452194,0.1432525358526941,5.0053603811886755e-06,5.0053603811886755e-06,1000|6|9|26511|307.33
23,0.34766382396743417,0.31683988367151905,0.2633197208456042,0.004202669937228812,0.004202669937228812,100|2|15|31867|33.133
24,0.289619246492794,0.3435123944111561,0.13781336396548363,5.0053603811886755e-06,5.0053603811886755e-06,10000|6|6|25263|1057.2
25,0.3389770305266896,0.43736754418466867,0.07216100796103563,0.019149221937531196,0.019149221937531196,1000000.0|1|15|58616|84497
26,0.3489089436616205,0.3702311322953405,0.1337156281338977,4.3539312561273394e-07,4.3539312561273394e-07,100|1|18|23184|47.306
27,0.3100576828105874,0.47438331071702466,0.11654863867895641,0.0017543360318333552,0.0017543360318333552,1000000.0|6|18|28388|887.67
28,0.3326396799449144,0.283033742944695,0.15594337465931213,4.038861286755048e-09,4.038861286755048e-09,100|6|15|24599|30.51
29,0.3389770305266896,0.41018505553457274,0.11344194847362515,0.0007413771233403077,0.0007413771233403077,100000.0|3|15|21716|1473.6
30,0.289619246492794,0.2985852688333055,0.21224414684548973,5.0053603811886755e-06,5.0053603811886755e-06,1000|6|3|22884|424.46
31,0.19557837472207934,0.21919235326008754,0.10637441857140893,4.3539312561273394e-07,4.3539312561273394e-07,10|1|3|14647|7.5798
32,0.21095834646624573,0.21378967358456094,0.18613509770435663,0.020668832135321075,0.020668832135321075,10|2|3|19208|5.7214
33,0.13572685488112068,0.07849221225019058,0.005225270021461145,3.6043208865540915e-13,3.6043208865540915e-13,1|2|6|4794.6|2.289
34,0.22481221434814924,0.23052198494639584,0.0983253137158994,4.038861286755048e-09,4.038861286755048e-09,10|6|9|19413|5.2046
35,0.3699738799497453,0.4194909465182256,0.24451839081606264,0.004202669937228812,0.004202669937228812,1000|2|12|38846|299.2
36,0.3389770305266896,0.45505620707564115,0.1337156281338977,4.3539312561273394e-07,4.3539312561273394e-07,1000|1|15|25778|412.5
37,0.13572685488112068,0.07849221225019058,0.005225270021461145,3.6043208865540915e-13,3.6043208865540915e-13,1|2|3|4747.2|2.1477
