row_id,b0,b1,b2,b3,b4,raw_val
0,0.22099991006399938,0.13931669203576671,0.11958910125305948,0.06755913689860002,0.05827325867510186,1|0|0|0|0|1|0|0|0|1|1|0|1|0|200|4.096|309855.4|36.899936
1,0.19581629960207997,0.09700602381207164,0.06764911780517967,0.07080253162536446,0.018962023320043993,1|0|1|1|0|1|0|0|0|1|1|1|0|1|100|0.512|329881|37.179767
2,0.2097733672628578,0.13808583245346887,0.06884434921741565,0.07744478223216926,0.031058024102485614,1|0|1|1|0|1|1|0|1|1|0|0|0|0|100|4.096|328676.2|37.906722
3,0.1960399258835106,0.12483970448441674,0.09903600043793931,0.10548088039363361,0.0702857143611875,1|0|1|1|0|1|0|0|0|0|0|0|0|0|1|0.512|329979.2|46.921331
4,0.4344554186289244,0.5698307744113551,0.20979117147494575,0.1381389393933997,0.08800001754779078,1|0|0|0|0|0|1|0|1|1|1|0|1|0|10|1.024|225957.2|35.269989
5,0.5365615436950815,0.256347434845373,0.24683585533516278,0.10208184618194714,0.09205448315612506,1|0|1|1|0|0|1|1|0|0|0|0|0|0|1|4.096|258307.2|42.449351
6,0.44685269071365163,0.6881576299663614,0.2754675384262587,0.17411628930733256,0.08079669924116854,1|0|0|0|0|0|0|0|0|0|1|1|0|0|200|1.024|223431.6|29.966975
7,0.37999215918130985,0.5937891828862415,0.3077917636558577,0.2588731965197893,0.10110194089181937,1|0|0|0|0|0|1|1|0|0|0|0|0|0|500|0.256|227557.6|30.565181
8,0.1031487704655044,0.14035876796644478,0.07558362593364791,0.06983956949919998,0.039042622752372816,1|0|1|0|1|1|0|0|0|1|0|0|0|0|50|1.024|328855|37.578455
9,0.1031487704655044,0.13790888815387278,0.06388209229626735,0.055439394762774936,0.03764834407322004,1|0|1|0|1|1|0|0|0|1|1|1|0|0|50|2.048|336400.4|38.800544
10,0.5055760380505084,0.2984613735233809,0.13700581094892478,0.10032734460118747,0.06928282779458846,1|0|1|1|0|0|1|1|0|0|0|0|0|1|500|1.024|262254.6|33.633549
11,0.5405724356964988,0.2784322284682563,0.2145267812895474,0.09527784794433947,0.09632902428522756,1|0|1|0|1|0|0|0|0|0|1|0|1|0|1|0.512|259189|42.653979
