row_id,b0,b1,b2,b3,b4,raw_val
0,0.5305914952330051,0.4611110507624168,0.25948112385495997,0.11793376403527618,0.09293378581273178,0|1|0|0|1|0|0|1|1|3|4|18|10157|50.470182
1,0.3733232138335909,0.30068865368837394,0.25126850156993746,0.21556312491515353,0.19456990887491502,1|1|0|0|0|1|0|0|1|9|4|18|469214|97.021531
2,0.44177545460377904,0.40941019467021117,0.3394254206145599,0.24266597173806545,0.32467917813618014,0|1|0|0|0|0|1|0|1|5|2|2|45949.8|74.8
3,0.37041760858997574,0.48366823816836485,0.2343910829254791,0.25517886085638164,0.2512959833899664,1|1|0|1|0|0|0|1|0|5|2|6|15944.6|76.966417
4,0.32371999201736396,0.39151028632869594,0.29552720049002273,0.23638259273323575,0.1593295796317323,0|1|0|1|0|0|0|0|0|7|3|18|20459.2|80.470095
5,0.4348067248908605,0.5717507545820052,0.30578242671317246,0.24914341319261082,0.12524416240327865,0|1|1|0|0|0|0|1|1|2|2|6|30249.2|63.014739
6,0.5393474227909573,0.48103907437535753,0.3509888527323009,0.1667795880256381,0.0933798566800951,1|1|0|0|1|0|0|1|0|3|3|2|11764.4|47.229848
7,0.5189274361699542,0.5549759719977851,0.5706155876221213,0.6557839182948509,0.7176829967082252,0|1|0|0|0|1|0|1|1|2|1|6|223579.8|26.650607
8,0.38592821245096115,0.4699902179261832,0.2359104229626682,0.24163814777936307,0.27897620395419626,0|1|0|1|0|0|0|1|0|5|2|2|16484.8|71.43125
9,0.5128817099615525,0.49737216634332493,0.36707760794634414,0.17654963201025894,0.11927329338735819,0|1|0|0|1|0|0|0|0|2|3|18|10032.2|48.902445
10,0.7076427155830154,0.8222634353716642,0.5908285875296638,0.42654436083846803,0.19928974105897038,1|0|0|0|0|0|0|1|1|1|3|6|14176.2|33.185048
11,0.749326861920996,0.7383628095489447,0.6636067180989577,0.5116226588036371,0.1897986755882951,0|0|0|0|0|0|0|1|1|3|2|2|10399.8|36.971818
12,0.6559166869491768,0.7952327193924212,0.7828067218619521,0.5880885609208056,0.19374485771201497,0|0|0|0|0|0|0|1|1|5|4|18|11142.6|34.972727
13,0.34985579453126564,0.35034818401226336,0.2470954584080165,0.20477184169030763,0.1509135552848056,0|1|0|1|0|0|0|0|1|5|3|18|15290.2|74.158
14,0.48296519003503485,0.5296940225602557,0.5625475988023924,0.5039624749104298,0.3787246955545256,1|1|0|0|0|1|0|1|1|8|1|6|1653452.4|25.384744
15,0.7021632737240344,0.9220920828734438,0.7029429518875604,0.5040267626351075,0.2820435697016646,1|0|0|0|0|0|0|1|1|7|2|2|13898.4|44.388762
16,0.5155209047505396,0.4611110507624168,0.31118693676139336,0.11793376403527618,0.08396709208011602,0|1|0|0|1|0|0|1|1|3|4|6|10418.4|48.406
17,0.30314134957757893,0.31948610924669935,0.278643726777124,0.3431282463893996,0.5549012074563012,1|1|0|0|0|0|1|1|0|6|3|6|50586.2|77.657647
18,0.4540641023688624,0.4863823428160054,0.36394300715631694,0.17487101685734835,0.12854779581393644,1|1|0|0|0|0|1|0|0|1|2|18|32105.2|60.080398
