row_id,b0,b1,b2,b3,b4,raw_val
0,0.889032906007948,1.455206296474446,1.7610162470882391,1.4670947154878444,0.4676351770653365,3.0|10000.0|9.0|10.0|1000000.0|10000.0|1108.3
1,1.627394656197305,3.422470352209235,2.8842184631320613,1.605184701152181,0.26327219777141087,1.0|100.0|15.0|1.0|1000000.0|100000.0|19.74
2,1.6298845269209745,2.014503168187493,2.8500345050903366,1.6202144017822753,0.40823942247290973,1.0|100.0|3.0|120.0|1000000.0|10000.0|18.097
3,1.379918232908333,1.025641697784182,1.277321787561183,2.391095785347313,0.9846713765195816,1.0|10.0|1.0|1.0|2000000.0|10000.0|25.039
4,0.6227369845000486,0.6555920064672323,0.7725253746632265,0.7847215333732926,0.9763611536215642,1.0|10000.0|2.0|120.0|2000000.0|1000.0|12665
5,1.1120183407958268,1.0215672224839594,1.1737730352315954,2.0903556443621896,2.0893177657925217,1.0|10.0|2.0|120.0|10000000.0|100000.0|84.449
6,0.5826797835451081,0.5375341046364739,0.5534062835705397,0.6555624813784479,0.8548646797561064,3.0|10000.0|1.0|1.0|10000000.0|1000.0|24639
7,0.6216648689866547,0.4705033758260621,0.6503667965916778,0.596090692038911,0.45354068147042015,1.0|10000.0|2.0|60.0|10000000.0|10000.0|34558
8,0.780586473650361,1.363181528691169,1.78183751286175,1.564523281564584,0.2976804173907623,1.0|10000.0|9.0|10.0|100000.0|100000.0|381.63
9,0.5802433579208881,0.9502395933050648,1.9601164852845534,2.3504264304840343,0.34430677565652934,3.0|1000.0|3.0|300.0|10000000.0|100000.0|198.47
10,0.8223737999170594,1.4337675921919573,2.04020590247701,1.4310002976225356,0.22489898893941052,1.0|10000.0|18.0|300.0|2000000.0|1000.0|433.45
11,1.2576403180403164,2.286720564006155,3.067509336660294,1.7909501520859497,0.4338423209423338,1.0|100.0|15.0|60.0|10000000.0|100000.0|34.834
12,1.2745702417027418,1.0768246558841075,1.6860955442867585,3.275937820846293,3.3014265510167493,1.0|100.0|1.0|300.0|100000.0|1000.0|26.804
13,1.5700778005259226,1.9519550512772403,3.9462672945966473,2.588900845724199,0.44846523947311134,3.0|10.0|15.0|300.0|1000000.0|100000.0|22.628
14,1.443725982231993,2.7603325187422025,3.953899055086263,2.559811167605298,0.48069435097758756,3.0|10.0|15.0|60.0|100000.0|100000.0|23.174
15,1.5433593286666334,2.719578178527516,4.159524347459545,1.2777141277151942,0.5080976540829033,3.0|10.0|6.0|300.0|100000.0|10000.0|16.229
16,0.7302229242832047,1.1526135121030578,1.9651883653474944,2.4594095815480244,0.3690377115452149,3.0|1000.0|3.0|60.0|1000000.0|100000.0|194.8
17,0.6531116100402999,1.1346403266136278,1.7593263202070206,1.3940333479566762,0.42781029158073525,3.0|10000.0|15.0|60.0|10000000.0|100000.0|1264
18,0.9294833107068039,1.85573547801609,2.290867708246394,2.3437820811252585,0.25630627793755856,3.0|1000.0|18.0|120.0|100000.0|10000.0|197.58
19,0.8664396801514718,1.3197280887350789,1.7616643329471366,1.4244557945609664,0.2268899122979807,1.0|10000.0|18.0|60.0|1000000.0|100000.0|423.15
20,1.7866987500010763,2.1265840551500337,4.197028413510716,2.082456171067327,0.49163448980600527,1.0|10.0|9.0|300.0|1000000.0|10000.0|2.2605
21,0.9111238125961688,1.6862443630377484,2.8720918125672394,2.3884812588487554,0.42046359684795914,1.0|1000.0|12.0|60.0|2000000.0|10000.0|131.79
