trt, performance_error, stability_agreement, best_performance, best_stability
10, 48.18, 0, 1, 1
20, 40.17, 0, 1, 14
50, 45.18, 0, 1, 23
100, 50.35, 0, 1, 42
200, 35.30, 0, 1, 72
