trt, performance_error, stability_agreement, best_performance, best_stability
10, 10.72, 0, 0, 6
20, 8.54, 0, 0, 12
50, 5.41, 0, 0, 27
100, 4.79, 18, 0, 72
200, 2.52, 27, 1, 83
