trt, performance_error, stability_agreement, best_performance, best_stability
10, 57.05, 0, 0, 0
20, 44.22, 0, 1, 10
50, 41.55, 0, 1, 23
100, 38.62, 0, 1, 31
200, 34.70, 0, 1, 37
