trt, performance_error, stability_agreement, best_performance, best_stability
10, 57.61, 0, 0, 1
20, 55.62, 0, 0, 14
50, 46.27, 0, 0, 27
100, 42.75, 0, 0, 38
200, 22.56, 0, 1, 62
