trt, performance_error, stability_agreement, best_performance, best_stability
10, 16.55, 10, 0, 0
20, 9.72, 26, 0, 5
50, 5.94, 78, 1, 22
100, 2.80, 91, 1, 34
200, 2.80, 100, 1, 57
