trt, performance_error, stability_agreement, best_performance, best_stability
10, 69.62, 0, 0, 14
20, 49.56, 0, 0, 12
50, 39.64, 10, 0, 17
100, 17.89, 31, 1, 52
200, 13.44, 42, 1, 84
