trt, performance_error, stability_agreement, best_performance, best_stability
10, 15.29, 0, 0, 0
20, 9.43, 17, 0, 2
50, 1.82, 25, 0, 2
100, 1.43, 41, 1, 14
200, 1.05, 55, 1, 82
