trt, performance_error, stability_agreement, best_performance, best_stability
10, 15.57, 1, 0, 8
20, 5.05, 9, 1, 9
50, 1.05, 25, 1, 33
100, 0.55, 72, 1, 86
200, 0.55, 78, 1, 96
