trt, performance_error, stability_agreement, best_performance, best_stability
10, 50.87, 0, 0, 0
20, 49.04, 0, 0, 0
50, 36.58, 0, 0, 0
100, 25.01, 68, 1, 35
200, 25.01, 100, 1, 58
