trt, performance_error, stability_agreement, best_performance, best_stability
10, 51.09, 0, 0, 0
20, 25.31, 0, 0, 0
50, 5.80, 59, 1, 34
100, 4.90, 76, 1, 51
200, 4.83, 96, 1, 100
