trt, performance_error, stability_agreement, best_performance, best_stability
10, 57.29, 0, 0, 0
20, 39.90, 0, 0, 7
50, 31.17, 0, 0, 20
100, 25.01, 2, 0, 46
200, 14.36, 2, 1, 78
