trt, performance_error, stability_agreement, best_performance, best_stability
10, 56.21, 0, 1, 5
20, 56.79, 0, 1, 7
50, 57.80, 0, 1, 18
100, 55.92, 0, 1, 19
200, 55.87, 25, 1, 85
