trt, performance_error, stability_agreement, best_performance, best_stability
10, 41.29, 0, 0, 0
20, 22.12, 0, 0, 0
50, 8.01, 5, 1, 1
100, 5.17, 45, 1, 17
200, 5.47, 91, 1, 100
