trt, performance_error, stability_agreement, best_performance, best_stability
10, 74.63, 11, 0, 3
20, 26.39, 69, 1, 46
50, 0.00, 83, 1, 82
100, 0.00, 100, 1, 100
200, 0.00, 100, 1, 100
