trt, performance_error, stability_agreement, best_performance, best_stability
10, 55.77, 0, 0, 0
20, 49.86, 0, 0, 3
50, 42.96, 0, 0, 13
100, 35.13, 0, 0, 34
200, 27.88, 0, 1, 51
