trt, performance_error, stability_agreement, best_performance, best_stability
10, 52.93, 0, 0, 0
20, 28.12, 23, 0, 18
50, 3.99, 62, 1, 33
100, 2.46, 79, 1, 55
200, 3.26, 89, 1, 94
