trt, performance_error, stability_agreement, best_performance, best_stability
10, 87.07, 0, 0, 0
20, 88.92, 0, 0, 2
50, 88.50, 0, 0, 27
100, 84.77, 0, 0, 56
200, 67.43, 0, 1, 62
