trt, performance_error, stability_agreement, best_performance, best_stability
10, 70.40, 0, 0, 62
20, 70.88, 0, 0, 1
50, 66.61, 0, 0, 32
100, 59.28, 0, 0, 4
200, 36.89, 0, 1, 29
