trt, performance_error, stability_agreement, best_performance, best_stability
10, 14.91, 0, 0, 0
20, 1.16, 66, 1, 41
50, 0.71, 75, 1, 67
100, 0.55, 100, 1, 99
200, 0.50, 100, 1, 100
