trt, performance_error, stability_agreement, best_performance, best_stability
10, 7.59, 18, 1, 38
20, 6.93, 52, 1, 17
50, 6.91, 52, 1, 60
100, 6.64, 52, 1, 78
200, 6.69, 52, 1, 74
