trt, performance_error, stability_agreement, best_performance, best_stability
10, 63.76, 0, 1, 0
20, 63.18, 1, 1, 3
50, 61.76, 21, 1, 16
100, 51.44, 33, 1, 21
200, 58.27, 87, 1, 74
