trt, performance_error, stability_agreement, best_performance, best_stability
10, 33.71, 0, 0, 0
20, 21.30, 13, 1, 3
50, 19.24, 29, 1, 12
100, 15.98, 29, 1, 30
200, 16.32, 82, 1, 100
