trt, performance_error, stability_agreement, best_performance, best_stability
10, 38.27, 0, 0, 0
20, 43.81, 0, 0, 2
50, 17.35, 0, 1, 5
100, 13.38, 1, 1, 21
200, 14.94, 14, 1, 72
