trt, performance_error, stability_agreement, best_performance, best_stability
10, 68.47, 0, 0, 1
20, 63.23, 0, 0, 0
50, 47.68, 0, 0, 10
100, 38.38, 0, 0, 19
200, 28.18, 0, 1, 99
