trt, performance_error, stability_agreement, best_performance, best_stability
10, 37.35, 0, 0, 2
20, 26.82, 0, 1, 0
50, 22.10, 0, 1, 3
100, 22.59, 21, 1, 6
200, 22.49, 94, 1, 100
