trt, performance_error, stability_agreement, best_performance, best_stability
10, 29.12, 8, 0, 1
20, 8.87, 17, 1, 1
50, 4.02, 84, 1, 15
100, 3.81, 100, 1, 84
200, 3.67, 100, 1, 100
