trt, performance_error, stability_agreement, best_performance, best_stability
10, 55.22, 0, 0, 0
20, 56.30, 0, 0, 0
50, 37.64, 0, 1, 5
100, 37.74, 0, 1, 18
200, 33.61, 0, 1, 77
